match_status,match_distance_m,match_confidence,google_name,google_address_full,google_street,google_suburb,google_state,google_lat,google_lng,google_address_missing,fc_id,fc_name,fc_brand,fc_brand_group,fc_address_full,fc_street,fc_suburb,fc_state,fc_postcode,fc_lat,fc_lng,fc_fuel_types,fc_num_fuel_types,fc_price_DL_cents,fc_price_E10_cents,fc_price_E85_cents,fc_price_LPG_cents,fc_price_P95_cents,fc_price_P98_cents,fc_price_PDL_cents,fc_price_U91_cents,fc_has_price_outlier
matched,5.1,high,Metro Petroleum Leichhardt,"127-129 Marion St, Leichhardt NSW 2040",127-129 Marion St,Leichhardt NSW 2040,,-33.883907,151.150741,false,18670,Metro Petroleum Leichhardt,Metro Fuel,Metro,"127-129 Marion St, Leichhardt NSW 2040",127-129 Marion St,Leichhardt,NSW,2040,-33.883940,151.150779,"DL,E10,P98,PDL,U91",5,259.7,183.7,,,,208.7,259.7,186.9,false
matched,5.2,high,Budget Petrol Chippendale,"66-70 Regent Street, Chippendale NSW 2008",66-70 Regent Street,Chippendale NSW 2008,,-33.887819,151.201692,false,16924,Budget Petrol Chippendale,Budget,Budget,"66-70 Regent Street, Chippendale NSW 2008",66-70 Regent Street,Chippendale,NSW,2008,-33.887800,151.201744,"P95,P98,PDL,U91",4,,,,,207.7,215.7,283.7,189.7,false
matched,5.3,high,Speedway Bass Hill,"972 Hume Highway, Bass Hill NSW 2197",972 Hume Highway,Bass Hill NSW 2197,,-33.896156,150.991357,false,1655,Speedway Bass Hill,Speedway,Speedway,"972 Hume Highway, Bass Hill NSW 2197",972 Hume Highway,Bass Hill,NSW,2197,-33.896169,150.991302,"DL,E10,P98,U91",4,264.7,182.7,,,,204.7,,184.7,false
matched,5.6,high,BP,"48-50 Aiken Road, West Pennant Hills NSW 2125",48-50 Aiken Road,West Pennant Hills NSW 2125,,-33.754200,151.040600,false,1787,BP West Pennant Hills,BP,BP,"48-50 Aiken Road, West Pennant Hills NSW 2125",48-50 Aiken Road,West Pennant Hills,NSW,2125,-33.754151,151.040615,"E10,P98,PDL,U91",4,,191.9,,,,218.9,289.9,193.9,false
matched,5.7,high,BP,"316 Penshurst St, North Willoughby NSW 2068",316 Penshurst St,North Willoughby NSW 2068,,-33.793840,151.195948,false,20201,BP Willoughby,BP,BP,"316 Penshurst St, North Willoughby NSW 2068",316 Penshurst St,North Willoughby,NSW,2068,-33.793815,151.195894,"E10,P95,P98,PDL",4,,191.9,,,209.9,218.9,285.9,,false
matched,5.7,high,Metro Petroleum Greenacre,"1 David St, Greenacre NSW 2190",1 David St,Greenacre NSW 2190,,-33.896447,151.059304,false,18706,Metro Greenacre,Metro Fuel,Metro,"1 David St, Greenacre NSW 2190",1 David St,Greenacre,NSW,2190,-33.896403,151.059272,"DL,P95,P98,PDL,U91",5,254.9,,,,187.9,207.9,254.9,173.9,false
matched,5.7,high,Shell,"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",884-888 Hume Hwy (Cnr Strickland St),Bass Hill NSW 2197,,-33.899640,150.997549,false,65,Shell Reddy Express Bass Hill,Reddy Express,Shell,"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",884-888 Hume Hwy (Cnr Strickland St),Bass Hill,NSW,2197,-33.899640,150.997487,"DL,E10,P95,P98,U91",5,275.9,188.9,,,208.4,217.9,,190.9,false
matched,5.8,high,Metro Toongabbie,"5 Picasso Cr, Old Toongabbie NSW 2146",5 Picasso Cr,Old Toongabbie NSW 2146,,-33.786400,150.967300,false,20848,Metro Toongabbie,Metro Fuel,Metro,"5 Picasso Cr, Old Toongabbie NSW 2146",5 Picasso Cr,Old Toongabbie,NSW,2146,-33.786361,150.967341,"E10,P98,PDL,U91",4,,185.9,,,,215.9,277.9,187.9,false
matched,5.8,high,7-Eleven,"295-297 Merrylands Road (Corner Windsor Street), Merrylands NSW 2160",295-297 Merrylands Road (Corner Windsor Street),Merrylands NSW 2160,,-33.835416,150.985298,false,133,7-Eleven Merrylands,7-Eleven,7-Eleven,"295-297 Merrylands Road (Corner Windsor Street), Merrylands NSW 2160",295-297 Merrylands Road (Corner Windsor Street),Merrylands,NSW,2160,-33.835467,150.985311,"E10,P98,PDL,U91",4,,192.9,,,,218.9,289.9,194.9,false
matched,5.9,high,Metro Petroleum Epping,"30 Bridge St, Epping NSW 2121",30 Bridge St,Epping NSW 2121,,-33.774780,151.079680,false,18286,Metro Petroleum Epping,Metro Fuel,Metro,"30 Bridge St, Epping NSW 2121",30 Bridge St,Epping,NSW,2121,-33.774806,151.079736,"P95,P98,PDL,U91",4,,,,,199.9,215.9,277.9,191.9,false
matched,6.0,high,Ampol Foodary St Ives,"164 Mona Vale Road, St Ives NSW 2075",164 Mona Vale Road,St Ives NSW 2075,,-33.730776,151.157011,false,18253,Ampol Foodary St Ives,Ampol Foodary,Ampol,"164 Mona Vale Road, St Ives NSW 2075",164 Mona Vale Road,St Ives,NSW,2075,-33.730732,151.157048,"E10,P95,P98,PDL,U91",5,,188.9,,,206.9,215.9,271.9,190.9,false
matched,6.0,high,BP Baulkham Hills,"134 Seven Hills Rd, Baulkham Hills NSW 2153",134 Seven Hills Rd,Baulkham Hills NSW 2153,,-33.761700,150.974000,false,1783,BP Baulkham Hills,BP,BP,"134 Seven Hills Rd, Baulkham Hills NSW 2153",134 Seven Hills Rd,Baulkham Hills,NSW,2153,-33.761658,150.974041,"E10,P98,PDL,U91",4,,191.9,,,,218.9,289.9,193.9,false
matched,6.0,high,BP,"500 Willoughby Rd, Willoughby NSW 2068",500 Willoughby Rd,Willoughby NSW 2068,,-33.810300,151.199300,false,1785,BP Willoughby,BP,BP,"500 Willoughby Rd, Willoughby NSW 2068",500 Willoughby Rd,Willoughby,NSW,2068,-33.810257,151.199340,"E10,P98,PDL,U91",4,,191.9,,,,218.9,285.9,193.9,false
matched,6.1,high,Metro Petroleum Haberfield,"163-165 Parramatta Rd, Haberfield NSW 2045",163-165 Parramatta Rd,Haberfield NSW 2045,,-33.883613,151.134485,false,20242,Metro Petroleum (Haberfield),Metro Fuel,Metro,"163-165 Parramatta Rd, Haberfield NSW 2045",163-165 Parramatta Rd,Haberfield,NSW,2045,-33.883649,151.134535,"E10,P98,PDL,U91",4,,185.7,,,,212.7,275.7,187.7,false
matched,6.1,high,7-Eleven Pendle Hill,"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145",217 Wentworth Avenue (Corner Bungaree Road),Pendle Hill NSW 2145,,-33.801815,150.957829,false,128,7-Eleven Pendle Hill,7-Eleven,7-Eleven,"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145",217 Wentworth Avenue (Corner Bungaree Road),Pendle Hill,NSW,2145,-33.801870,150.957827,"E10,P95,P98,PDL,U91",5,,197.9,,,214.9,223.9,289.9,199.9,false
matched,6.3,high,Budget Petrol - Lewisham,"204-208 New Canterbury Rd, Lewisham NSW 2049",204-208 New Canterbury Rd,Lewisham NSW 2049,,-33.897049,151.149062,false,17806,Budget Petrol Lewisham,Budget,Budget,"204-208 New Canterbury Rd, Lewisham NSW 2049",204-208 New Canterbury Rd,Lewisham,NSW,2049,-33.897098,151.149028,"E10,E85,LPG,P95,P98,PDL,U91",7,,184.7,475.0,109.7,203.7,210.7,284.7,187.7,true
matched,6.3,high,7-Eleven,"132 Liverpool Rd, Ashfield NSW 2131",132 Liverpool Rd,Ashfield NSW 2131,,-33.890543,151.129606,false,190,7-Eleven Ashfield,7-Eleven,7-Eleven,"132 Liverpool Rd, Ashfield NSW 2131",132 Liverpool Rd,Ashfield,NSW,2131,-33.890578,151.129552,"E10,LPG,P98,PDL",4,,189.9,,106.9,,215.9,289.9,,false
matched,6.4,high,BP,"157 Penshurst Street, Willoughby NSW 2068",157 Penshurst Street,Willoughby NSW 2068,,-33.797888,151.198180,false,1152,BP North Willoughby,BP,BP,"157 Penshurst Street, Willoughby NSW 2068",157 Penshurst Street,Willoughby,NSW,2068,-33.797944,151.198197,"E10,P95,P98,PDL",4,,182.9,,,202.9,211.9,272.9,,false
matched,6.7,high,EG Ampol West Ryde,"924 Victoria Rd, West Ryde NSW",924 Victoria Rd,West Ryde,NSW,-33.810947,151.093493,false,2129,EG Ampol West Ryde,EG Ampol,Ampol,"924 Victoria Rd, West Ryde NSW 2114",924 Victoria Rd,West Ryde,NSW,2114,-33.810887,151.093485,"E10,P95,P98,PDL,U91",5,,183.9,,,200.9,209.9,273.9,185.9,false
matched,6.7,high,Budget Petrol,"365 Liverpool Rd, Strathfield NSW 2135",365 Liverpool Rd,Strathfield NSW 2135,,-33.888287,151.090479,false,20558,Budget Petrol,Budget,Budget,"365 Liverpool Rd, Strathfield NSW 2135",365 Liverpool Rd,Strathfield,NSW,2135,-33.888277,151.090551,"DL,E10,P95,P98,U91",5,269.9,189.7,,,208.7,217.7,,192.7,false
matched,6.9,high,Shell,"18 Parramatta Road, Lidcombe NSW 2141",18 Parramatta Road,Lidcombe NSW 2141,,-33.853974,151.059296,false,824,Shell Reddy Express Lidcombe,Reddy Express,Shell,"18 Parramatta Road, Lidcombe NSW 2141",18 Parramatta Road,Lidcombe,NSW,2141,-33.853927,151.059248,"DL,E10,P95,P98",4,269.9,183.9,,,201.4,210.9,,,false
matched,6.9,high,Ampol Foodary Pendle Hill,"602-606 Great Western Hwy, Pendle Hill NSW 2145",602-606 Great Western Hwy,Pendle Hill NSW 2145,,-33.808263,150.942050,false,833,Ampol Foodary Pendle Hill,Ampol Foodary,Ampol,"602-606 Great Western Hwy, Pendle Hill NSW 2145",602-606 Great Western Hwy,Pendle Hill,NSW,2145,-33.808324,150.942036,"P95,P98,PDL,U91",4,,,,,202.9,211.9,264.9,186.9,false
matched,7.0,high,Speedway Auburn Road,"74-78 Auburn Rd, Auburn NSW 2144",74-78 Auburn Rd,Auburn NSW 2144,,-33.854634,151.032434,false,20125,Speedway Auburn Road,Speedway,Speedway,"74-78 Auburn Rd, Auburn NSW 2144",74-78 Auburn Rd,Auburn,NSW,2144,-33.854649,151.032508,"DL,E10,P95,P98,U91",5,288.5,179.5,,,192.5,209.5,,181.5,false
matched,7.2,high,Speedway Granville (Blaxcell St),"348 Blaxcell Street, Granville NSW 2142",348 Blaxcell Street,Granville NSW 2142,,-33.857220,151.007060,false,2070,Speedway Granville,Speedway,Speedway,"348 Blaxcell Street, Granville NSW 2142",348 Blaxcell Street,Granville,NSW,2142,-33.857163,151.007097,"DL,E10,P98,PDL,U91",5,288.5,179.5,,,,219.5,299.5,181.5,false
matched,7.2,high,Ampol Foodary Five Dock,"Ramsay Rd & Fairlight Street, Five Dock NSW 2046",Ramsay Rd & Fairlight Street,Five Dock NSW 2046,,-33.870088,151.130434,false,17581,Ampol Foodary Five Dock,Ampol Foodary,Ampol,"Ramsay Rd & Fairlight Street, Five Dock NSW 2046",Ramsay Rd & Fairlight Street,Five Dock,NSW,2046,-33.870023,151.130434,"E10,P95,P98,PDL,U91",5,,183.9,,,201.9,210.9,277.9,185.9,false
matched,7.5,high,BP,"295 Quarry Rd, Denistone East NSW 2112",295 Quarry Rd,Denistone East NSW 2112,,-33.795827,151.102935,false,1198,BP Denistone East,BP,BP,"295 Quarry Rd, Denistone East NSW 2112",295 Quarry Rd,Denistone East,NSW,2112,-33.795773,151.102887,"E10,P95,P98,PDL,U91",5,,185.9,,,203.9,214.9,279.9,187.9,false
matched,7.6,high,Prime Petrol Petersham,"8 Crystal St, Petersham NSW 2049",8 Crystal St,Petersham NSW 2049,,-33.888641,151.158637,false,20108,Prime Petersham,Prime,Prime,"8 Crystal St, Petersham NSW 2049",8 Crystal St,Petersham,NSW,2049,-33.888684,151.158573,"DL,E10,P98,U91",4,289.9,185.9,,,,211.9,,188.9,false
matched,7.6,high,BP,"422 Pacific Hwy, Artarmon NSW 2064",422 Pacific Hwy,Artarmon NSW 2064,,-33.811409,151.175563,false,344,BP Artarmon,BP,BP,"422 Pacific Hwy, Artarmon NSW 2064",422 Pacific Hwy,Artarmon,NSW,2064,-33.811441,151.175636,"E10,P95,P98,PDL",4,,187.9,,,204.9,213.9,275.9,,false
matched,7.6,high,EG Ampol,"774 Parramatta Road, Lewisham NSW 2049",774 Parramatta Road,Lewisham NSW 2049,,-33.890257,151.147936,false,600,EG Ampol Lewisham,EG Ampol,Ampol,"774 Parramatta Road, Lewisham NSW 2049",774 Parramatta Road,Lewisham,NSW,2049,-33.890314,151.147982,"E10,P95,P98,PDL,U91",5,,183.9,,,200.9,209.9,273.9,185.9,false
matched,7.7,high,EG Ampol,"35 Woodville Road (Cnr Alpha), Chester Hill NSW 2162",35 Woodville Road (Cnr Alpha),Chester Hill NSW 2162,,-33.866636,150.988696,false,582,EG Ampol Chester Hill,EG Ampol,Ampol,"35 Woodville Road (Cnr Alpha), Chester Hill NSW 2162",35 Woodville Road (Cnr Alpha),Chester Hill,NSW,2162,-33.866702,150.988670,"E10,P95,P98,PDL,U91",5,,188.9,,,206.9,215.9,271.9,190.9,false
matched,7.8,high,Shell,"38-46 Victoria Rd, Drummoyne NSW 2047",38-46 Victoria Rd,Drummoyne NSW 2047,,-33.855806,151.159369,false,69,Shell Reddy Express Drummoyne,Reddy Express,Shell,"38-46 Victoria Rd, Drummoyne NSW 2047",38-46 Victoria Rd,Drummoyne,NSW,2047,-33.855759,151.159307,"DL,E10,P95,P98,U91",5,273.9,183.9,,,203.4,212.9,,185.9,false
matched,7.9,high,BP,"169 Willoughby Road, Naremburn NSW 2065",169 Willoughby Road,Naremburn NSW 2065,,-33.819985,151.201087,false,301,BP Naremburn,BP,BP,"169 Willoughby Road, Naremburn NSW 2065",169 Willoughby Road,Naremburn,NSW,2065,-33.820024,151.201159,"P95,PDL,U91",3,,,,,205.9,,273.9,189.9,false
matched,8.0,high,EG Ampol Chatswood East,"364-366 Eastern Valley Way, Chatswood East NSW 2067",364-366 Eastern Valley Way,Chatswood East NSW 2067,,-33.786599,151.201014,false,660,EG Ampol Chatswood East,EG Ampol,Ampol,"364-366 Eastern Valley Way, Chatswood East NSW 2067",364-366 Eastern Valley Way,Chatswood East,NSW,2067,-33.786662,151.201055,"E10,P95,P98,PDL,U91",5,,187.9,,,205.9,214.9,282.9,189.9,false
matched,8.0,high,7-Eleven,"1579 Pacific Highway (Corner Redleaf Avenue), Wahroonga NSW 2076",1579 Pacific Highway (Corner Redleaf Avenue),Wahroonga NSW 2076,,-33.719792,151.116842,false,296,7-Eleven Wahroonga,7-Eleven,7-Eleven,"1579 Pacific Highway (Corner Redleaf Avenue), Wahroonga NSW 2076",1579 Pacific Highway (Corner Redleaf Avenue),Wahroonga,NSW,2076,-33.719857,151.116805,"E10,P95,P98,PDL,U91",5,,188.9,,,206.9,215.9,289.9,190.9,false
matched,8.2,high,Ampol Foodary Lane Cove West,"Unit 1 237-245 Burns Bay Rd, Lane Cove West NSW 2066",Unit 1 237-245 Burns Bay Rd,Lane Cove West NSW 2066,,-33.816492,151.151468,false,18264,Ampol Foodary Lane Cove West,Ampol Foodary,Ampol,"Unit 1 237-245 Burns Bay Rd, Lane Cove West NSW 2066",Unit 1 237-245 Burns Bay Rd,Lane Cove West,NSW,2066,-33.816452,151.151394,"E10,P95,P98,PDL,U91",5,,188.9,,,208.4,217.9,265.8,190.9,false
matched,8.2,high,Shell,"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",378 Pacific Hwy (Cnr Allison Ave),Lane Cove NSW 2066,,-33.814041,151.176869,false,635,Shell Reddy Express Lane Cove,Reddy Express,Shell,"378 Pacific Hwy (Cnr Allison Ave), Lane Cove NSW 2066",378 Pacific Hwy (Cnr Allison Ave),Lane Cove,NSW,2066,-33.814080,151.176944,"DL,E10,P95,P98",4,273.9,188.9,,,206.4,215.9,,,false
matched,8.3,high,7-Eleven,"157-159 Mona Vale Rd, St Ives NSW 2075",157-159 Mona Vale Rd,St Ives NSW 2075,,-33.732592,151.156270,false,288,7-Eleven St Ives,7-Eleven,7-Eleven,"157-159 Mona Vale Rd, St Ives NSW 2075",157-159 Mona Vale Rd,St Ives,NSW,2075,-33.732665,151.156286,"E10,LPG,P95,P98,PDL,U91",6,,194.9,,127.9,211.9,220.9,289.9,196.9,false
matched,8.3,high,Metro Petroleum Lansdowne,"987 Hume Hwy, Lansdowne NSW 2163",987 Hume Hwy,Lansdowne NSW 2163,,-33.889236,150.970985,false,20847,Metro Lansdowne,Metro Fuel,Metro,"987 Hume Hwy, Lansdowne NSW 2163",987 Hume Hwy,Lansdowne,NSW,2163,-33.889304,150.971023,"DL,E10,P95,P98,PDL,U91",6,262.9,178.9,,,187.9,196.9,263.9,180.9,false
matched,8.5,high,BP,"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",1233 Victoria Road (Cnr Marsden Rd),West Ryde NSW 2114,,-33.806760,151.071135,false,379,BP West Ryde,BP,BP,"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",1233 Victoria Road (Cnr Marsden Rd),West Ryde,NSW,2114,-33.806799,151.071056,"P98,PDL,U91",3,,,,,,215.9,275.9,190.9,false
matched,8.5,high,Shell Reddy Express Drummoyne South,"39- 51 Victoria Rd, Drummoyne NSW 2047",39- 51 Victoria Rd,Drummoyne NSW 2047,,-33.855991,151.158871,false,813,Shell Reddy Express Drummoyne,Reddy Express,Shell,"39- 51 Victoria Rd, Drummoyne NSW 2047",39- 51 Victoria Rd,Drummoyne,NSW,2047,-33.856044,151.158938,"DL,E10,P98",3,273.9,183.9,,,,212.9,,,false
matched,8.6,high,BP Concord (Wild Bean Cafe),"20 Burwood Road, Concord NSW 2137",20 Burwood Road,Concord NSW 2137,,-33.867573,151.105387,false,18099,BP Concord,BP,BP,"20 Burwood Road, Concord NSW 2137",20 Burwood Road,Concord,NSW,2137,-33.867541,151.105302,"E10,P95,P98,PDL,U91",5,,184.7,,,201.7,210.7,264.5,186.7,false
matched,9.0,high,EG Ampol,"400 Parramatta Road, Burwood NSW 2134",400 Parramatta Road,Burwood NSW 2134,,-33.868713,151.101456,false,640,EG Ampol Burwood,EG Ampol,Ampol,"400 Parramatta Road, Burwood NSW 2134",400 Parramatta Road,Burwood,NSW,2134,-33.868681,151.101546,"DL,E10,LPG,P95,P98,PDL,U91",7,277.9,183.9,,127.9,200.9,209.9,279.9,185.9,false
matched,9.1,high,Shell,"386 Pennant Hills Rd, Pennant Hills NSW 2120",386 Pennant Hills Rd,Pennant Hills NSW 2120,,-33.739296,151.067896,false,20630,Otr Pennant Hills West,Shell,Shell,"386 Pennant Hills Rd, Pennant Hills NSW 2120",386 Pennant Hills Rd,Pennant Hills,NSW,2120,-33.739229,151.067952,"E10,P95,P98,PDL,U91",5,,183.9,,,203.4,212.9,273.9,185.9,false
matched,9.2,high,Shell,"188-190 Pennant Hills Rd, Thornleigh NSW 2120",188-190 Pennant Hills Rd,Thornleigh NSW 2120,,-33.724963,151.085077,false,591,Shell Reddy Express Thornleigh,Reddy Express,Shell,"188-190 Pennant Hills Rd, Thornleigh NSW 2120",188-190 Pennant Hills Rd,Thornleigh,NSW,2120,-33.725031,151.085021,"DL,E10,P95,P98,U91",5,273.9,188.9,,,208.4,217.9,,190.9,false
matched,9.3,high,EG Ampol Turramurra,"1233 Pacific Highway, Turramurra NSW 2074",1233 Pacific Highway,Turramurra NSW 2074,,-33.733180,151.131219,false,663,EG Ampol Turramurra,EG Ampol,Ampol,"1233 Pacific Highway, Turramurra NSW 2074",1233 Pacific Highway,Turramurra,NSW,2074,-33.733160,151.131317,"E10,P95,P98,PDL,U91",5,,188.9,,,205.9,214.9,279.9,190.9,false
matched,9.6,high,Metro Villawood Truckstop,"276 Miller Rd, Villawood NSW 2163",276 Miller Rd,Villawood NSW 2163,,-33.887580,150.992185,false,19018,Metro Villawood,Metro Fuel,Metro,"276 Miller Rd, Villawood NSW 2163",276 Miller Rd,Villawood,NSW,2163,-33.887614,150.992089,"E10,P95,P98,PDL,U91",5,,187.8,,,204.8,209.8,279.8,189.8,false
matched,9.7,high,Speedway Auburn,"238 Cumberland Rd, Auburn NSW 2144",238 Cumberland Rd,Auburn NSW 2144,,-33.864177,151.023190,false,1209,Speedway Auburn,Speedway,Speedway,"238 Cumberland Rd, Auburn NSW 2144",238 Cumberland Rd,Auburn,NSW,2144,-33.864119,151.023111,"DL,E10,P98,U91",4,288.5,179.5,,,,209.5,,181.5,false
matched,10.0,high,Budget Petrol Telopea,"57 Adderton Rd, Telopea NSW 2117",57 Adderton Rd,Telopea NSW 2117,,-33.793557,151.041315,false,18658,Budget Petrol Telopea,Budget,Budget,"57 Adderton Rd, Telopea NSW 2117",57 Adderton Rd,Telopea,NSW,2117,-33.793476,151.041268,"E10,P95,PDL,U91",4,,196.3,,,216.3,,287.3,198.3,false
matched,10.0,high,EG Ampol Fairfield Heights,"163 The Boulevarde, Fairfield Heights NSW 2165",163 The Boulevarde,Fairfield Heights NSW 2165,,-33.866577,150.937846,false,647,EG Ampol Fairfield Heights,EG Ampol,Ampol,"163 The Boulevarde, Fairfield Heights NSW 2165",163 The Boulevarde,Fairfield Heights,NSW,2165,-33.866499,150.937792,"E10,P95,P98,PDL,U91",5,,199.9,,,217.9,225.9,289.9,201.9,false
matched,10.3,high,7-Eleven,"25 Parramatta Road, Haberfield NSW 2045",25 Parramatta Road,Haberfield NSW 2045,,-33.888000,151.142824,false,221,7-Eleven Haberfield,7-Eleven,7-Eleven,"25 Parramatta Road, Haberfield NSW 2045",25 Parramatta Road,Haberfield,NSW,2045,-33.887908,151.142813,"E10,LPG,P95,P98,PDL,U91",6,,189.9,,109.9,206.9,215.9,289.9,191.9,false
matched,10.5,high,U-Go Carlingford Court,"797 Pennant Hills Road, Carlingford NSW 2118",797 Pennant Hills Road,Carlingford NSW 2118,,-33.775768,151.051636,false,2465,U-Go Carlingford Court (Self- Serve),U-Go,U-Go,"797 Pennant Hills Road, Carlingford NSW 2118",797 Pennant Hills Road,Carlingford,NSW,2118,-33.775823,151.051729,"P98,U91",2,,,,,,204.5,,179.5,false
matched,10.6,high,Metro Petroleum Canley Heights,"190 Canley Vale Rd, Canley Heights NSW 2166",190 Canley Vale Rd,Canley Heights NSW 2166,,-33.884433,150.928540,false,18533,Metro Canley Heights,Metro Fuel,Metro,"190 Canley Vale Rd, Canley Heights NSW 2166",190 Canley Vale Rd,Canley Heights,NSW,2166,-33.884527,150.928557,"E10,P98,PDL,U91",4,,189.9,,,,219.9,279.9,194.9,false
matched,10.7,high,BP,"62-70 Epping Rd, Lane Cove NSW 2066",62-70 Epping Rd,Lane Cove NSW 2066,,-33.811011,151.164200,false,1795,BP Lane Cove,BP,BP,"62-70 Epping Rd, Lane Cove NSW 2066",62-70 Epping Rd,Lane Cove,NSW,2066,-33.811106,151.164217,"E10,P98,PDL,U91",4,,191.9,,,,218.9,285.9,193.9,false
matched,10.8,high,Ampol Foodary Strathfield South,"600 Liverpool Rd, Strathfield South NSW 2136",600 Liverpool Rd,Strathfield South NSW 2136,,-33.888096,151.074658,false,2305,Ampol Foodary Strathfield South,Ampol Foodary,Ampol,"600 Liverpool Rd, Strathfield South NSW 2136",600 Liverpool Rd,Strathfield South,NSW,2136,-33.888188,151.074621,"E10,P95,P98,PDL,U91",5,,188.9,,,206.9,215.9,271.9,190.9,false
matched,10.9,high,7-Eleven,"45 Georges River Road, Croydon Park NSW 2133",45 Georges River Road,Croydon Park NSW 2133,,-33.894326,151.111544,false,146,7-Eleven Croydon Park,7-Eleven,7-Eleven,"45 Georges River Road, Croydon Park NSW 2133",45 Georges River Road,Croydon Park,NSW,2133,-33.894381,151.111446,"E10,P95,P98,PDL,U91",5,,189.9,,,206.9,215.9,289.9,191.9,false
matched,11.3,high,Metro Petroleum,"275 Pacific Highway, Hornsby NSW 2077",275 Pacific Highway,Hornsby NSW 2077,,-33.691059,151.099545,false,1377,Metro Fuel Hornsby,Metro Fuel,Metro,"275 Pacific Highway, Hornsby NSW 2077",275 Pacific Highway,Hornsby,NSW,2077,-33.690987,151.099631,"E10,P98,PDL,U91",4,,179.9,,,,206.9,279.9,185.9,false
matched,11.4,high,Ampol,"179 Parramatta Road, Auburn NSW 2144",179 Parramatta Road,Auburn NSW 2144,,-33.841182,151.036005,false,1109,Ampol Auburn,Ampol,Ampol,"179 Parramatta Road, Auburn NSW 2144",179 Parramatta Road,Auburn,NSW,2144,-33.841080,151.035998,"DL,E10,LPG,P95,P98,PDL,U91",7,289.9,187.9,,104.7,203.9,211.9,292.9,189.9,false
matched,11.4,high,Shell,"369 Pennant Hills Rd, Pennant Hills NSW 2120",369 Pennant Hills Rd,Pennant Hills NSW 2120,,-33.738672,151.073777,false,20559,Otr Pennant Hills East,Shell,Shell,"369 Pennant Hills Rd, Pennant Hills NSW 2120",369 Pennant Hills Rd,Pennant Hills,NSW,2120,-33.738773,151.073757,"E10,P95,P98,PDL,U91",5,,183.9,,,203.4,212.9,273.9,185.9,false
matched,11.4,high,Budget Petrol,"37 Crystal St., Petersham NSW 2049",37 Crystal St.,Petersham NSW 2049,,-33.890511,151.158635,false,1311,Budget Petrol,Budget,Budget,"37 Crystal St., Petersham NSW 2049",37 Crystal St.,Petersham,NSW,2049,-33.890509,151.158759,"E10,P95,P98,PDL,U91",5,,185.9,,,202.9,211.9,289.9,188.9,false
matched,11.5,high,Shell,"194-206 Pacific Hwy, Hornsby NSW 2077",194-206 Pacific Hwy,Hornsby NSW 2077,,-33.707260,151.099046,false,63,Shell Reddy Express Hornsby,Reddy Express,Shell,"194-206 Pacific Hwy, Hornsby NSW 2077",194-206 Pacific Hwy,Hornsby,NSW,2077,-33.707200,151.099147,"DL,E10,P95,P98,U91",5,273.9,183.9,,,203.4,212.9,,185.9,false
matched,11.6,high,BP,"175 Ourimbah Road, Mosman NSW 2088",175 Ourimbah Road,Mosman NSW 2088,,-33.821169,151.233322,false,373,BP Mosman (9542),BP,BP,"175 Ourimbah Road, Mosman NSW 2088",175 Ourimbah Road,Mosman,NSW,2088,-33.821068,151.233292,"E10,P98,PDL,U91",4,,188.9,,,,213.9,279.9,190.9,false
matched,11.7,high,Shell Reddy Express West Ryde,"1032-1036 Victoria Rd, West Ryde NSW",1032-1036 Victoria Rd,West Ryde,NSW,-33.807395,151.085117,false,569,Coles Express West Ryde,Coles Express,Ampol,"1032-1036 Victoria Rd, West Ryde NSW 2114",1032-1036 Victoria Rd,West Ryde,NSW,2114,-33.807472,151.085203,"E10,P95,P98,PDL,U91",5,,188.9,,,208.4,217.9,273.9,190.9,false
matched,11.7,high,7-Eleven,"272-278 Woodville Road, Guildford NSW 2161",272-278 Woodville Road,Guildford NSW 2161,,-33.848063,150.996930,false,306,7-Eleven Guildford,7-Eleven,7-Eleven,"272-278 Woodville Road, Guildford NSW 2161",272-278 Woodville Road,Guildford,NSW,2161,-33.848168,150.996937,"E10,P95,P98,PDL,U91",5,,192.9,,,209.9,218.9,289.9,194.9,false
matched,11.9,high,BP Truckstop,"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116",Cnr Victora Rd & Clyde St,Rydalmere NSW 2116,,-33.810887,151.032767,false,331,BP Rydalmere,BP,BP,"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116",Cnr Victora Rd & Clyde St,Rydalmere,NSW,2116,-33.810883,151.032896,"E10,P95,P98,PDL",4,,182.9,,,200.9,209.9,275.9,,false
matched,12.0,high,Shell,"254 Burns Bay Rd, Lane Cove NSW 2066",254 Burns Bay Rd,Lane Cove NSW 2066,,-33.817209,151.151748,false,18514,Shell Lane Cove,Shell,Shell,"254 Burns Bay Rd, Lane Cove NSW 2066",254 Burns Bay Rd,Lane Cove,NSW,2066,-33.817191,151.151876,"P95,P98,PDL,U91",4,,,,,208.4,217.9,273.9,190.9,false
