match_status,match_distance_m,match_confidence,google_name,google_address_full,google_street,google_suburb,google_state,google_lat,google_lng,google_address_missing,fc_id,fc_name,fc_brand,fc_brand_group,fc_address_full,fc_street,fc_suburb,fc_state,fc_postcode,fc_lat,fc_lng,fc_fuel_types,fc_num_fuel_types,fc_price_DL_cents,fc_price_E10_cents,fc_price_E85_cents,fc_price_LPG_cents,fc_price_P95_cents,fc_price_P98_cents,fc_price_PDL_cents,fc_price_U91_cents,fc_has_price_outlier
matched,0.0,high,Metro St Ives Chase,"164 Warrimoo Avenue, St Ives Chase NSW 2075",164 Warrimoo Avenue,St Ives Chase NSW 2075,,-33.710941,151.159927,false,1962,Metro St Ives Chase,Metro Fuel,Metro,"164 Warrimoo Avenue, St Ives Chase NSW 2075",164 Warrimoo Avenue,St Ives Chase,NSW,2075,-33.710941,151.159927,"P98,PDL,U91",3,,,,,,215.9,268.9,189.9,false
matched,0.0,high,Independent Turramurra,"105 Eastern Rd, Turramurra NSW 2074",105 Eastern Rd,Turramurra NSW 2074,,-33.720245,151.131246,false,2001,Independent Turramurra,Independent,Independent,"105 Eastern Rd, Turramurra NSW 2074",105 Eastern Rd,Turramurra,NSW,2074,-33.720245,151.131246,"DL,P98,U91",3,299.6,,,,,229.5,,205.7,false
matched,0.0,high,Speedway Woodpark,"32-36 Woodpark Rd, Woodpark NSW 2164",32-36 Woodpark Rd,Woodpark NSW 2164,,-33.841048,150.963335,false,2024,Speedway Woodpark,Speedway,Speedway,"32-36 Woodpark Rd, Woodpark NSW 2164",32-36 Woodpark Rd,Woodpark,NSW,2164,-33.841048,150.963335,"DL,E10,P98,U91",4,248.9,185.9,,,,218.9,,188.9,false
matched,0.0,high,Speedway Wenty,"55-57 Station St, Wentworthville NSW 2145",55-57 Station St,Wentworthville NSW 2145,,-33.809174,150.971350,false,20021,Speedway Wenty,Speedway,Speedway,"55-57 Station St, Wentworthville NSW 2145",55-57 Station St,Wentworthville,NSW,2145,-33.809174,150.971350,"DL,E10,P98,U91",4,259.5,184.5,,,,206.5,,186.5,false
matched,0.0,high,Enhance Merrylands,"506 Merrylands Rd, Merrylands West NSW 2160",506 Merrylands Rd,Merrylands West NSW 2160,,-33.832687,150.969690,false,20100,Enhance Merrylands,Enhance,Enhance,"506 Merrylands Rd, Merrylands West NSW 2160",506 Merrylands Rd,Merrylands West,NSW,2160,-33.832687,150.969690,"E10,P98,PDL,U91",4,,183.3,,,,205.3,248.5,184.3,false
matched,0.0,high,BP West Pymble,"45 Yanko Rd, West Pymble NSW 2073",45 Yanko Rd,West Pymble NSW 2073,,-33.762079,151.128525,false,20186,BP West Pymble,BP,BP,"45 Yanko Rd, West Pymble NSW 2073",45 Yanko Rd,West Pymble,NSW,2073,-33.762079,151.128525,"E10,P95,P98,PDL",4,,189.9,,,207.9,215.9,289.9,,false
matched,0.0,high,BP Woodpark Road,"186 Woodpark Rd, Smithfield NSW 2164",186 Woodpark Rd,Smithfield NSW 2164,,-33.838954,150.950501,false,20194,BP Woodpark Road,BP,BP,"186 Woodpark Rd, Smithfield NSW 2164",186 Woodpark Rd,Smithfield,NSW,2164,-33.838954,150.950501,"E10,P98,PDL,U91",4,,193.9,,,,220.9,289.9,197.9,false
matched,0.0,high,Otr Greystanes,"661 Merrylands Rd, Greystanes NSW 2145",661 Merrylands Rd,Greystanes NSW 2145,,-33.829367,150.952665,false,20258,Otr Greystanes,Shell,Shell,"661 Merrylands Rd, Greystanes NSW 2145",661 Merrylands Rd,Greystanes,NSW,2145,-33.829367,150.952665,"E10,P95,P98,PDL",4,,185.9,,,205.4,214.9,273.9,,false
matched,0.0,high,Metro Petroleum Westleigh,"128 Duffy Av, Westleigh NSW 2120",128 Duffy Av,Westleigh NSW 2120,,-33.720391,151.068932,false,20519,Metro Petroleum Westleigh,Metro Fuel,Metro,"128 Duffy Av, Westleigh NSW 2120",128 Duffy Av,Westleigh,NSW,2120,-33.720391,151.068932,"P98,PDL,U91",3,,,,,,209.5,271.5,185.5,false
matched,0.0,high,Otr Baulkham Hills,"Shell Petrol Station 363 Windsor Rd, Baulkham Hills NSW 2153",Shell Petrol Station 363 Windsor Rd,Baulkham Hills NSW 2153,,-33.760199,150.991598,false,20546,Otr Baulkham Hills,Shell,Shell,"Shell Petrol Station 363 Windsor Rd, Baulkham Hills NSW 2153",Shell Petrol Station 363 Windsor Rd,Baulkham Hills,NSW,2153,-33.760199,150.991598,"E10,P95,P98,PDL,U91",5,,183.9,,,203.4,212.9,269.9,185.9,false
matched,0.0,high,Metro Sefton,"101 Hector St, Sefton NSW 2162",101 Hector St,Sefton NSW 2162,,-33.884126,151.007052,false,20606,Metro Sefton,Metro Fuel,Metro,"101 Hector St, Sefton NSW 2162",101 Hector St,Sefton,NSW,2162,-33.884126,151.007052,"DL,P95,U91",3,299.5,,,,225.5,,,199.5,false
matched,0.0,high,Shell North Rocks,"264 North Rocks Rd, North Rocks NSW 2151",264 North Rocks Rd,North Rocks NSW 2151,,-33.775110,151.022676,false,20649,Shell North Rocks,Shell,Shell,"264 North Rocks Rd, North Rocks NSW 2151",264 North Rocks Rd,North Rocks,NSW,2151,-33.775110,151.022676,"DL,E10,P98,PDL,U91",5,276.5,185.5,,,,212.5,276.5,187.5,false
matched,0.0,high,Astron Yagoona West,"100 Rookwood Rd, Yagoona NSW 2199",100 Rookwood Rd,Yagoona NSW 2199,,-33.899293,151.036862,false,20831,Astron Yagoona West,Astron,Astron,"100 Rookwood Rd, Yagoona NSW 2199",100 Rookwood Rd,Yagoona,NSW,2199,-33.899293,151.036862,"DL,E10,E85,LPG,P98,U91",6,249.9,179.5,205.9,114.9,,209.9,,181.5,false
matched,0.0,high,7-Eleven Paddington,"Cnr Oxford St & Greens Rd, Paddington NSW 2021",Cnr Oxford St & Greens Rd,Paddington NSW 2021,,-33.883242,151.220641,false,17121,7-Eleven Paddington,7-Eleven,7-Eleven,"Cnr Oxford St & Greens Rd, Paddington NSW 2021",Cnr Oxford St & Greens Rd,Paddington,NSW,2021,-33.883242,151.220641,"E10,LPG,P95,P98,PDL,U91",6,,197.9,,109.9,214.9,223.9,289.9,199.9,false
matched,0.0,high,7-Eleven Mosman,"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088",162A Spit Road (Corner Mitchell Road),Mosman NSW 2088,,-33.817498,151.243383,false,141,7-Eleven Mosman,7-Eleven,7-Eleven,"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088",162A Spit Road (Corner Mitchell Road),Mosman,NSW,2088,-33.817498,151.243383,"E10,U91",2,,189.9,,,,,,191.9,false
matched,0.0,high,7-Eleven Mosman,"45 Spit Road, Mosman NSW 2088",45 Spit Road,Mosman NSW 2088,,-33.823058,151.243459,false,154,7-Eleven Mosman,7-Eleven,7-Eleven,"45 Spit Road, Mosman NSW 2088",45 Spit Road,Mosman,NSW,2088,-33.823058,151.243459,"E10,P95,P98,PDL,U91",5,,189.9,,,206.9,215.9,289.9,191.9,false
matched,0.0,high,Shell Reddy Express Cremorne,"227 Military Rd, Cremorne NSW 2090",227 Military Rd,Cremorne NSW 2090,,-33.830574,151.226235,false,291,Shell Reddy Express Cremorne,Reddy Express,Shell,"227 Military Rd, Cremorne NSW 2090",227 Military Rd,Cremorne,NSW,2090,-33.830574,151.226235,"DL,E10,P95,P98",4,273.9,183.9,,,201.4,210.9,,,false
matched,0.0,high,EG Ampol Redfern,"475 Cleveland St, Redfern NSW 2016",475 Cleveland St,Redfern NSW 2016,,-33.892242,151.216086,false,661,EG Ampol Redfern,EG Ampol,Ampol,"475 Cleveland St, Redfern NSW 2016",475 Cleveland St,Redfern,NSW,2016,-33.892242,151.216086,"E10,P95,P98,PDL,U91",5,,189.9,,,207.9,216.9,289.9,191.9,false
matched,0.0,high,Coles Express Neutral Bay,"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",200-204 Ben Boyd Rd (Cnr Ernest St),Neutral Bay NSW 2089,,-33.829109,151.219571,false,680,Coles Express Neutral Bay,Coles Express,Ampol,"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",200-204 Ben Boyd Rd (Cnr Ernest St),Neutral Bay,NSW,2089,-33.829109,151.219571,"DL,E10,P95,P98,U91",5,273.9,188.9,,,208.4,217.9,,190.9,false
matched,0.0,high,Metro Fuel Cremorne,"51 Spofforth St, Cremorne NSW 2090",51 Spofforth St,Cremorne NSW 2090,,-33.832753,151.229455,false,1516,Metro Fuel Cremorne,Metro Fuel,Metro,"51 Spofforth St, Cremorne NSW 2090",51 Spofforth St,Cremorne,NSW,2090,-33.832753,151.229455,"E10,P98,PDL,U91",4,,189.9,,,,214.9,281.9,194.9,false
matched,0.0,high,BP Redfern,"411-417 Cleveland St, Redfern NSW 2016",411-417 Cleveland St,Redfern NSW 2016,,-33.891804,151.213294,false,1796,BP Redfern,BP,BP,"411-417 Cleveland St, Redfern NSW 2016",411-417 Cleveland St,Redfern,NSW,2016,-33.891804,151.213294,"E10,LPG,P98,PDL,U91",5,,190.9,,109.9,,218.9,291.9,192.9,false
matched,0.0,high,BP Fox Hills,"152 Toongabbie Rd, Girraween NSW 2145",152 Toongabbie Rd,Girraween NSW 2145,,-33.795640,150.939075,false,17975,BP Fox Hills,BP,BP,"152 Toongabbie Rd, Girraween NSW 2145",152 Toongabbie Rd,Girraween,NSW,2145,-33.795640,150.939075,"P98,PDL,U91",3,,,,,,249.9,294.9,229.9,false
matched,0.1,high,Metro Petroleum Wakeley,"72 Thorney Rd, Fairfield West NSW 2165",72 Thorney Rd,Fairfield West NSW 2165,,-33.873669,150.924193,false,17991,Metro Wakeley,Metro Fuel,Metro,"72 Thorney Rd, Fairfield West NSW 2165",72 Thorney Rd,Fairfield West,NSW,2165,-33.873668,150.924193,"E10,P98,PDL,U91",4,,186.5,,,,208.5,268.5,188.5,false
matched,0.2,high,Ampol Foodary Waitara,"59-61 Pacific Highway, Waitara NSW 2077",59-61 Pacific Highway,Waitara NSW 2077,,-33.710530,151.102449,false,2436,Ampol Foodary Waitara,Ampol Foodary,Ampol,"59-61 Pacific Highway, Waitara NSW 2077",59-61 Pacific Highway,Waitara,NSW,2077,-33.710531,151.102447,"E10,P95,P98,PDL,U91",5,,184.9,,,202.9,211.9,272.9,186.9,false
matched,0.7,high,7-Eleven,"575-585 Liverpool Road, Strathfield South NSW 2136",575-585 Liverpool Road,Strathfield South NSW 2136,,-33.887370,151.074262,false,292,7-Eleven Strathfield South,7-Eleven,7-Eleven,"575-585 Liverpool Road, Strathfield South NSW 2136",575-585 Liverpool Road,Strathfield South,NSW,2136,-33.887371,151.074269,"E10,P95,P98,PDL,U91",5,,192.9,,,209.9,218.9,289.9,194.9,false
matched,0.8,high,Speedway Court Rd Fairfield,"32 Court Rd, Fairfield NSW 2165",32 Court Rd,Fairfield NSW 2165,,-33.870128,150.958128,false,18468,Speedway Court Road,Speedway,Speedway,"32 Court Rd, Fairfield NSW 2165",32 Court Rd,Fairfield,NSW,2165,-33.870122,150.958133,"DL,E10,E85,P98,PDL,U91",6,263.5,179.5,215.5,,,197.5,269.5,181.5,false
matched,0.9,high,Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",65-99 Hume Highway,Canley Vale NSW 2166,,-33.893000,150.960600,false,12,Shell Reddy Express Lansvale,Reddy Express,Shell,"65-99 Hume Highway, Canley Vale NSW 2166",65-99 Hume Highway,Canley Vale,NSW,2166,-33.893006,150.960593,"DL,E10,P98",3,273.9,188.9,,,,215.9,,,false
matched,0.9,high,U-Go Rozelle,"121 Victoria Rd, Rozelle NSW 2039",121 Victoria Rd,Rozelle NSW 2039,,-33.862544,151.168478,false,2605,U-Go Rozelle (Self - Serve),U-Go,U-Go,"121 Victoria Rd, Rozelle NSW 2039",121 Victoria Rd,Rozelle,NSW,2039,-33.862552,151.168475,"E10,P95,P98,PDL,U91",5,,178.9,,,187.9,199.5,259.9,175.9,false
matched,1.0,high,BP,"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073",Cnr Pacific Hwy & Bannockburn Rd,Pymble NSW 2073,,-33.740561,151.137918,false,403,BP Pymble,BP,BP,"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073",Cnr Pacific Hwy & Bannockburn Rd,Pymble,NSW,2073,-33.740569,151.137913,"E10,P95,P98,PDL",4,,189.9,,,205.9,214.9,279.9,,false
matched,1.8,high,BP Truckstop,"149 Great Western Hwy, Mays Hill NSW 2145",149 Great Western Hwy,Mays Hill NSW 2145,,-33.819403,150.989297,false,1752,BP Mays Hill,BP,BP,"149 Great Western Hwy, Mays Hill NSW 2145",149 Great Western Hwy,Mays Hill,NSW,2145,-33.819412,150.989313,"DL,E10,LPG,P95,P98,PDL",6,275.7,185.7,,108.7,206.7,215.7,277.7,,false
matched,1.8,high,Budget Petrol Auburn,"98 Park Rd, Auburn NSW 2144",98 Park Rd,Auburn NSW 2144,,-33.857138,151.028902,false,20208,Budget Auburn,Budget,Budget,"98 Park Rd, Auburn NSW 2144",98 Park Rd,Auburn,NSW,2144,-33.857141,151.028921,"DL,E10,P98,U91",4,288.5,186.5,,,,206.5,,186.5,false
matched,1.8,high,EG Ampol,"185 Pitt Street, Merrylands NSW 2160",185 Pitt Street,Merrylands NSW 2160,,-33.834084,150.991743,false,507,EG Ampol Merrylands,EG Ampol,Ampol,"185 Pitt Street, Merrylands NSW 2160",185 Pitt Street,Merrylands,NSW,2160,-33.834068,150.991741,"E10,P95,P98,PDL,U91",5,,183.9,,,201.9,209.9,289.9,185.9,false
matched,1.8,high,Akshar Enterprise Pty Ltd T/A Power Fuel,"101 Blaxcell St, Granville NSW 2142",101 Blaxcell St,Granville NSW 2142,,-33.842544,151.010620,false,2141,Powerfuel,Powerfuel,Powerfuel,"101 Blaxcell St, Granville NSW 2142",101 Blaxcell St,Granville,NSW,2142,-33.842551,151.010602,"DL,E10,P95,U91",4,288.5,179.5,,,192.9,,,181.5,false
matched,1.9,high,Enhance Bass Hill,"924 Hume Hwy, Bass Hill NSW 2197",924 Hume Hwy,Bass Hill NSW 2197,,-33.897821,150.994838,false,20544,Enhance Bass Hill,Enhance,Enhance,"924 Hume Hwy, Bass Hill NSW 2197",924 Hume Hwy,Bass Hill,NSW,2197,-33.897808,150.994824,"E10,E85,P98,PDL,U91",5,,179.9,205.9,,,199.9,248.5,182.9,false
matched,2.0,high,Barista Bar Metro Croydon Park,"236-240 Georges River Rd, Croydon Park NSW 2133",236-240 Georges River Rd,Croydon Park NSW 2133,,-33.896428,151.105298,false,20218,Metro Barista Bar Croydon Park,Metro Fuel,Metro,"236-240 Georges River Rd, Croydon Park NSW 2133",236-240 Georges River Rd,Croydon Park,NSW,2133,-33.896412,151.105288,"P95,P98,PDL,U91",4,,,,,199.9,206.9,269.9,186.9,false
matched,2.2,high,Speedway South Granville (Clyde St),"171 Clyde St, South Granville NSW 2142",171 Clyde St,South Granville NSW 2142,,-33.847445,151.012921,false,8282,Speedway South Granville,Speedway,Speedway,"171 Clyde St, South Granville NSW 2142",171 Clyde St,South Granville,NSW,2142,-33.847465,151.012920,"DL,E10,P98,U91",4,288.5,179.5,,,,206.5,,181.5,false
matched,2.4,high,Apw Store Wentworthville,"449 Great Western Highway, Wentworthville NSW 2145",449 Great Western Highway,Wentworthville NSW 2145,,-33.813349,150.958242,false,1582,Apw,Apw,Apw,"449 Great Western Highway, Wentworthville NSW 2145",449 Great Western Highway,Wentworthville,NSW,2145,-33.813328,150.958250,"P95,P98,PDL,U91",4,,,,,195.3,205.3,258.3,184.3,false
matched,2.6,high,U-Go Baulkham Hills,"117 Seven Hills Rd, Baulkham Hills NSW 2153",117 Seven Hills Rd,Baulkham Hills NSW 2153,,-33.761400,150.975100,false,17147,U-Go Baulkham Hills (Unmanned),U-Go,U-Go,"117 Seven Hills Rd, Baulkham Hills NSW 2153",117 Seven Hills Rd,Baulkham Hills,NSW,2153,-33.761395,150.975073,"E10,P95,P98,PDL,U91",5,,183.9,,,203.4,212.9,269.9,185.9,false
matched,2.6,high,7-Eleven,"342 Georges River Road & Burwood Road, Croydon Park NSW 2133",342 Georges River Road & Burwood Road,Croydon Park NSW 2133,,-33.897640,151.099796,false,215,7-Eleven Croydon Park,7-Eleven,7-Eleven,"342 Georges River Road & Burwood Road, Croydon Park NSW 2133",342 Georges River Road & Burwood Road,Croydon Park,NSW,2133,-33.897617,151.099796,"E10,P95,P98,PDL,U91",5,,189.9,,,206.9,215.9,289.9,191.9,false
matched,3.0,high,BP,"257 Guildford Rd, Guildford NSW 2161",257 Guildford Rd,Guildford NSW 2161,,-33.854383,150.988865,false,2221,BP Guildford,BP,BP,"257 Guildford Rd, Guildford NSW 2161",257 Guildford Rd,Guildford,NSW,2161,-33.854370,150.988836,"DL,E10,P98,PDL,U91",5,269.5,181.5,,,,210.5,271.5,183.5,false
matched,3.1,high,BP Truckstop Fairfield,"183 The Horsley Drive, Fairfield East NSW 2165",183 The Horsley Drive,Fairfield East NSW 2165,,-33.877867,150.966152,false,17345,BP Fairfield,BP,BP,"183 The Horsley Drive, Fairfield East NSW 2165",183 The Horsley Drive,Fairfield East,NSW,2165,-33.877840,150.966162,"DL,P95,P98,PDL,U91",5,268.8,,,,206.8,216.8,270.8,187.8,false
matched,3.2,high,7-Eleven,"552 Pennant Hills Road, West Pennant Hills NSW 2125",552 Pennant Hills Road,West Pennant Hills NSW 2125,,-33.746848,151.050780,false,211,7-Eleven West Pennant Hills,7-Eleven,7-Eleven,"552 Pennant Hills Road, West Pennant Hills NSW 2125",552 Pennant Hills Road,West Pennant Hills,NSW,2125,-33.746870,151.050803,"E10,LPG,P98,PDL,U91",5,,189.9,,106.9,,216.9,289.9,191.9,false
matched,3.4,high,Gas To Connect Guildford West,"54C Fairfield Road, Guildford West NSW 2161",54C Fairfield Road,Guildford West NSW 2161,,-33.847200,150.962300,false,18141,Gas To Connect,Independent,Independent,"54C Fairfield Road, Guildford West NSW 2161",54C Fairfield Road,Guildford West,NSW,2161,-33.847211,150.962334,"DL,E10,P98,U91",4,258.9,186.9,,,,219.9,,189.9,false
matched,3.4,high,Enhance Camellia,"17 Grand Av, Camellia NSW 2142",17 Grand Av,Camellia NSW 2142,,-33.820500,151.035600,false,18652,Enhance Camellia,Enhance,Enhance,"17 Grand Av, Camellia NSW 2142",17 Grand Av,Camellia,NSW,2142,-33.820505,151.035636,DL,1,269.9,,,,,,,,false
matched,3.4,high,Metro Petroleum Guildford,"2 Rawson Road, Guildford NSW 2161",2 Rawson Road,Guildford NSW 2161,,-33.863689,151.008879,false,18172,Metro Guildford,Metro Fuel,Metro,"2 Rawson Road, Guildford NSW 2161",2 Rawson Road,Guildford,NSW,2161,-33.863659,151.008872,"DL,E10,P98,U91",4,288.5,179.5,,,,207.5,,181.5,false
matched,3.7,high,Apex Petroleum,"898-902 Victoria Rd, West Ryde NSW",898-902 Victoria Rd,West Ryde,NSW,-33.811893,151.094727,false,1086,Apex Petroleum (West Ryde),Independent,Independent,"898-902 Victoria Rd, West Ryde NSW 2114",898-902 Victoria Rd,West Ryde,NSW,2114,-33.811860,151.094724,"E10,P95,P98,PDL,U91",5,,179.7,,,195.7,203.7,259.7,181.7,false
matched,3.7,high,BP,"580-586 Parramatta Road, Croydon NSW 2132",580-586 Parramatta Road,Croydon NSW 2132,,-33.873896,151.126845,false,345,BP Ashfield,BP,BP,"580-586 Parramatta Road, Croydon NSW 2132",580-586 Parramatta Road,Croydon,NSW,2132,-33.873880,151.126880,"E10,P95,P98,PDL",4,,185.9,,,203.9,212.9,279.9,,false
matched,3.7,high,Speedway William Street,"2 Blaxcell St, Granville NSW 2142",2 Blaxcell St,Granville NSW 2142,,-33.836260,151.011053,false,20528,Speedway William Street,Speedway,Speedway,"2 Blaxcell St, Granville NSW 2142",2 Blaxcell St,Granville,NSW,2142,-33.836256,151.011013,"DL,E10,P98,U91",4,288.5,179.5,,,,219.5,,181.5,false
matched,3.8,high,Metro Petroleum Birrong,"158 Auburn Rd, Birrong NSW 2143",158 Auburn Rd,Birrong NSW 2143,,-33.897500,151.021200,false,19784,Metro Petroleum Birrong,Metro Fuel,Metro,"158 Auburn Rd, Birrong NSW 2143",158 Auburn Rd,Birrong,NSW,2143,-33.897470,151.021220,"E10,P95,P98,PDL,U91",5,,181.9,,,199.9,201.9,256.9,183.9,false
matched,3.9,high,BP,"184 Liverpool Road, Enfield NSW 2136",184 Liverpool Road,Enfield NSW 2136,,-33.887200,151.097800,false,1206,BP Enfield,BP,BP,"184 Liverpool Road, Enfield NSW 2136",184 Liverpool Road,Enfield,NSW,2136,-33.887232,151.097782,"E10,P98,PDL",3,,189.9,,,,218.9,289.9,,false
matched,4.0,high,Shell Reddy Express Hunters Hill,"4 Ryde Rd, Hunters Hill NSW",4 Ryde Rd,Hunters Hill,NSW,-33.831726,151.141664,false,302,Shell Reddy Express Hunters Hill,Reddy Express,Shell,"4 Ryde Rd, Hunters Hill NSW 2110",4 Ryde Rd,Hunters Hill,NSW,2110,-33.831761,151.141656,"DL,P95,P98,U91",4,273.9,,,,208.4,217.9,,190.9,false
matched,4.1,high,Budget Petrol North Strathfield,"143 Concord Rd, North Strathfield NSW 2137",143 Concord Rd,North Strathfield NSW 2137,,-33.859461,151.092751,false,1630,Budget Petrol,Budget,Budget,"143 Concord Rd, North Strathfield NSW 2137",143 Concord Rd,North Strathfield,NSW,2137,-33.859435,151.092720,"DL,E10,LPG,P95,P98,U91",6,279.9,196.7,,119.9,214.7,224.7,,199.7,false
matched,4.1,high,BP,"Pennant Hills Rd & Parkes St, Thornleigh NSW 2120",Pennant Hills Rd & Parkes St,Thornleigh NSW 2120,,-33.730936,151.080619,false,362,BP Thornleigh,BP,BP,"Pennant Hills Rd & Parkes St, Thornleigh NSW 2120",Pennant Hills Rd & Parkes St,Thornleigh,NSW,2120,-33.730900,151.080610,"P95,P98,PDL,U91",4,,,,,203.9,212.9,273.9,185.9,false
matched,4.2,high,BP Dundas (Jasbe),"256 Kissing Point Rd, Dundas NSW 2117",256 Kissing Point Rd,Dundas NSW 2117,,-33.798925,151.054376,false,1793,BP Dundas,BP,BP,"256 Kissing Point Rd, Dundas NSW 2117",256 Kissing Point Rd,Dundas,NSW,2117,-33.798888,151.054368,"E10,P95,P98,PDL",4,,188.9,,,206.9,215.9,279.9,,false
matched,4.2,high,Apex Petroleum,"896A Woodville Rd, Villawood NSW 2163",896A Woodville Rd,Villawood NSW 2163,,-33.883899,150.976072,false,975,Apex Petroleum Villawood,Independent,Independent,"896A Woodville Rd, Villawood NSW 2163",896A Woodville Rd,Villawood,NSW,2163,-33.883891,150.976027,"E10,P95,P98,PDL,U91",5,,181.5,,,188.5,195.5,256.7,183.5,false
matched,4.3,high,Ampol Foodary Rydalmere,"309 Victoria Rd, Rydalmere NSW 2116",309 Victoria Rd,Rydalmere NSW 2116,,-33.811924,151.037099,false,17165,Ampol Foodary Rydalmere,Ampol Foodary,Ampol,"309 Victoria Rd, Rydalmere NSW 2116",309 Victoria Rd,Rydalmere,NSW,2116,-33.811960,151.037117,"E10,P95,P98,PDL,U91",5,,180.9,,,198.9,207.9,272.9,182.9,false
matched,4.4,high,Caltex Lane Cove,"203 Burns Bay Rd, Lane Cove NSW 2066",203 Burns Bay Rd,Lane Cove NSW 2066,,-33.814617,151.154311,false,18609,Jack & Co Lane Cove,Independent,Independent,"203 Burns Bay Rd, Lane Cove NSW 2066",203 Burns Bay Rd,Lane Cove,NSW,2066,-33.814598,151.154353,"E10,P98,PDL,U91",4,,197.5,,,,224.5,285.5,199.5,false
matched,4.4,high,Metro Petroleum,"172 Hector St, Chester Hill NSW 2162",172 Hector St,Chester Hill NSW 2162,,-33.888936,151.005432,false,2242,Metro Petroleum Chester Hill,Metro Fuel,Metro,"172 Hector St, Chester Hill NSW 2162",172 Hector St,Chester Hill,NSW,2162,-33.888900,151.005411,"E10,P95,P98,PDL,U91",5,,181.9,,,199.9,209.9,277.9,183.9,false
matched,4.4,high,Ampol Foodary Homebush,"334-336 Parramatta Rd, Homebush West NSW 2140",334-336 Parramatta Rd,Homebush West NSW 2140,,-33.858146,151.068180,false,17269,Ampol Foodary Homebush,Ampol Foodary,Ampol,"334-336 Parramatta Rd, Homebush West NSW 2140",334-336 Parramatta Rd,Homebush West,NSW,2140,-33.858167,151.068139,"E10,P98,PDL,U91",4,,181.9,,,,208.9,271.9,183.9,false
matched,4.4,high,Ampol Foodary Thornleigh,"200-202 Pennant Hills Road, Thornleigh NSW 2120",200-202 Pennant Hills Road,Thornleigh NSW 2120,,-33.726564,151.083651,false,2608,Ampol Foodary Thornleigh,Ampol Foodary,Ampol,"200-202 Pennant Hills Road, Thornleigh NSW 2120",200-202 Pennant Hills Road,Thornleigh,NSW,2120,-33.726600,151.083630,"E10,P95,P98,PDL,U91",5,,183.9,,,203.4,212.9,271.9,185.9,false
matched,4.6,high,Shell,"308-310 Parramatta Road, Stanmore NSW 2048",308-310 Parramatta Road,Stanmore NSW 2048,,-33.888433,151.164328,false,558,Shell Reddy Express Stanmore,Reddy Express,Shell,"308-310 Parramatta Road, Stanmore NSW 2048",308-310 Parramatta Road,Stanmore,NSW,2048,-33.888444,151.164376,"DL,E10,P95,P98,U91",5,273.9,183.9,,,203.4,212.9,,185.9,false
matched,4.6,high,Coles Express Lansvale West,"240 Hume Highway, Lansvale NSW 2166",240 Hume Highway,Lansvale NSW 2166,,-33.898000,150.952600,false,17977,Coles Express Lansvale West,Coles Express,Ampol,"240 Hume Highway, Lansvale NSW 2166",240 Hume Highway,Lansvale,NSW,2166,-33.897960,150.952614,"DL,E10,P95,P98,PDL,U91",6,273.9,188.9,,,208.4,217.9,277.9,190.9,false
matched,4.7,high,Metro Petroleum Lane Cove,"533 Mowbray Rd West, Lane Cove North NSW 2066",533 Mowbray Rd West,Lane Cove North NSW 2066,,-33.806004,151.166305,false,1089,Metro Lane Cove North,Metro Fuel,Metro,"533 Mowbray Rd West, Lane Cove North NSW 2066",533 Mowbray Rd West,Lane Cove North,NSW,2066,-33.805971,151.166274,"DL,E10,P98,PDL,U91",5,264.9,179.7,,,,208.9,264.9,181.7,false
matched,4.7,high,Ampol Foodary Concord,"87-89 Parramatta Rd, Concord NSW 2137",87-89 Parramatta Rd,Concord NSW 2137,,-33.867857,151.099422,false,2204,Ampol Foodary Concord,Ampol Foodary,Ampol,"87-89 Parramatta Rd, Concord NSW 2137",87-89 Parramatta Rd,Concord,NSW,2137,-33.867895,151.099444,"E10,P95,P98,PDL,U91",5,,183.9,,,203.9,212.9,277.9,185.9,false
matched,4.7,high,7-Eleven,"477 Pacific Highway, Artarmon NSW 2064",477 Pacific Highway,Artarmon NSW 2064,,-33.810553,151.177395,false,74,7-Eleven Artarmon,7-Eleven,7-Eleven,"477 Pacific Highway, Artarmon NSW 2064",477 Pacific Highway,Artarmon,NSW,2064,-33.810521,151.177429,"E10,LPG,P95,P98,PDL,U91",6,,189.9,,106.9,206.9,215.9,289.9,191.9,false
matched,5.0,high,Ampol Foodary Chatswood,"572 Pacific Hwy, Chatswood NSW 2067",572 Pacific Hwy,Chatswood NSW 2067,,-33.803759,151.179011,false,942,Ampol Foodary Chatswood,Ampol Foodary,Ampol,"572 Pacific Hwy, Chatswood NSW 2067",572 Pacific Hwy,Chatswood,NSW,2067,-33.803715,151.179001,"E10,P95,P98,PDL,U91",5,,183.9,,,201.9,210.9,271.9,185.9,false
