station_id,station_name,brand,address,lat,lng,first_seen_at,last_seen_at,snapshots_seen,days_seen_count,day_set,latest_fuel_types,fuel_types_ever,ever_had_U91,ever_had_E10,ever_had_E85,ever_had_P95,ever_had_P98,ever_had_DL,ever_had_PDL,ever_had_LPG,ever_had_EV,ever_had_B20
145,7-Eleven Drummoyne,7-Eleven,"271A Victoria Road, Drummoyne NSW 2047",-33.84723,151.151612,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
17317,7-Eleven Enmore,7-Eleven,"22 Stanmore Street, Enmore NSW 2042",-33.898417,151.169933,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98","U91,E10,P98",true,true,false,false,true,false,false,false,false,false
227,7-Eleven Epping,7-Eleven,"246 Beecroft & Carlingford Roads, Epping NSW 2121",-33.770913,151.081199,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
76,7-Eleven Fairfield,7-Eleven,"320 Polding St, FAIRFIELD WEST NSW 2165",-33.8594672,150.922616,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98","U91,E10,P95,P98",true,true,false,true,true,false,false,false,false,false
135,7-Eleven Fairfield West,7-Eleven,"234 Hamilton Road, Fairfield West NSW 2165",-33.872141,150.937268,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
17146,7-Eleven Five Dock,7-Eleven,"231-235 Great North Road, Five Dock NSW 2046",-33.86491,151.130081,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
186,7-Eleven Georges Hall,7-Eleven,"48 SURREY AV, GEORGES HALL NSW 2198",-33.9153564,150.9976137,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
230,7-Eleven Granville,7-Eleven,"154-160 Parramatta Road & Corner Bold Street, Granville NSW 2142",-33.8301284,151.01003,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
231,7-Eleven Granville East,7-Eleven,"Lot 3-4 Parramatta Road & Harbord Street, Granville East NSW 2142",-33.835001,151.021825,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
17134,7-Eleven Greenacre,7-Eleven,"301 Hume Hwy, GREENACRE NSW 2190",-33.9052467,151.0418668,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
