station_id,station_name,brand,address,lat,lng,first_seen_at,last_seen_at,snapshots_seen,days_seen_count,day_set,latest_fuel_types,fuel_types_ever,ever_had_U91,ever_had_E10,ever_had_E85,ever_had_P95,ever_had_P98,ever_had_DL,ever_had_PDL,ever_had_LPG,ever_had_EV,ever_had_B20
18201,7-Eleven Greystanes,7-Eleven,"601-605 Great Western Highway, GREYSTANES NSW 2145",-33.808609,150.9359412,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
306,7-Eleven Guildford,7-Eleven,"272-278 Woodville Road, Guildford NSW 2161",-33.848168,150.996937,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
130,7-Eleven Guildford West,7-Eleven,"534 Guildford Road West (Corner Fowler Road), Guildford West NSW 2161",-33.851431,150.972137,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
221,7-Eleven Haberfield,7-Eleven,"25 Parramatta Road, Haberfield NSW 2045",-33.887908,151.142813,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
134,7-Eleven Hurlstone Park,7-Eleven,"670 New Canterbury Road (Corner Melford Street), Hurlstone Park NSW 2193",-33.905043,151.130108,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","E10,P95,PDL","E10,P95,PDL",false,true,false,true,false,false,true,false,false,false
309,7-Eleven Kellyville,7-Eleven,"54 - 56 Windsor Road, Kellyville NSW 2155",-33.712414,150.956801,2026-03-29T13:00:33,2026-04-05T00:26:14,20,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
238,7-Eleven Kensington,7-Eleven,"110 Anzac Parade & Goodwood Street, Kensington NSW 2033",-33.907017,151.223796,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
239,7-Eleven Kensington,7-Eleven,"131 Anzac Parade & Todman Avenue, Kensington NSW 2033",-33.910008,151.223177,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
240,7-Eleven Killara,7-Eleven,"494 Pacific Hwy, Killara NSW 2071",-33.771365,151.16108,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
249,7-Eleven Lansvale South,7-Eleven,"44 Hume Highway & Knight Street, Lansvale South NSW 2166",-33.891605,150.964966,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
250,7-Eleven Lindfield,7-Eleven,"238 Pacific Highway, Lindfield NSW 2070",-33.778889,151.168902,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
251,7-Eleven Liverpool,7-Eleven,"95 Elizabeth Drive (Corner Park Road), Liverpool NSW 2170",-33.918366,150.916008,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
133,7-Eleven Merrylands,7-Eleven,"295-297 Merrylands Road (Corner Windsor Street), Merrylands NSW 2160",-33.835467,150.985311,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
141,7-Eleven Mosman,7-Eleven,"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088",-33.817498,151.243383,2026-03-31T01:23:00,2026-04-05T00:26:14,18,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10","U91,E10",true,true,false,false,false,false,false,false,false,false
154,7-Eleven Mosman,7-Eleven,"45 Spit Road, Mosman NSW 2088",-33.823058,151.243459,2026-03-31T01:23:00,2026-04-05T00:26:14,18,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
188,7-Eleven Mount Pritchard,7-Eleven,"464 Cabramatta Road West, Mount Pritchard NSW 2170",-33.897357,150.912907,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
137,7-Eleven North Rocks,7-Eleven,"340 North Rocks Road, North Rocks NSW 2151",-33.768977,151.03069,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
260,7-Eleven North Ryde,7-Eleven,"400 Lane Cove Road, North Ryde NSW 2113",-33.784477,151.128964,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
311,7-Eleven Northmead,7-Eleven,"137 Windsor Road, Northmead NSW 2152",-33.782288,150.997137,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
264,7-Eleven Northmead,7-Eleven,"56 Windsor Road & Northmead Avenue, Northmead NSW 2152",-33.790961,150.997173,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
17121,7-Eleven Paddington,7-Eleven,"Cnr Oxford St & Greens Rd, PADDINGTON NSW 2021",-33.883242,151.220641,2026-03-31T01:23:00,2026-04-05T00:26:14,18,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
266,7-Eleven Parramatta,7-Eleven,"81 Victoria Road & Macarthur Street, Parramatta NSW 2150",-33.808768,151.014716,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
128,7-Eleven Pendle Hill,7-Eleven,"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145",-33.80187,150.957827,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
278,7-Eleven Roseville,7-Eleven,"Corner Pacific Highway and Boundary Street, Roseville NSW 2069",-33.78742,151.17982,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
20656,7-Eleven Rouse Hill,7-Eleven,"294 ANNANGROVE RD, ROUSE HILL NSW 2155",-33.66215327,150.92297079,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
283,7-Eleven Rozelle,7-Eleven,"178-184 Victoria Road (Corner Moodie Street), Rozelle NSW 2039",-33.862904,151.168131,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
262,7-Eleven Ryde,7-Eleven,"326-328 Blaxland Road, Ryde NSW 2112",-33.802513,151.100336,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
17142,7-Eleven Seven Hills,7-Eleven,"151 Prospect Hwy, SEVEN HILLS NSW 2147",-33.7689361,150.9426804,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
288,7-Eleven St Ives,7-Eleven,"157-159 Mona Vale Rd, ST IVES NSW 2075",-33.732665,151.156286,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
292,7-Eleven Strathfield South,7-Eleven,"575-585 Liverpool Road, Strathfield South NSW 2136",-33.887371,151.074269,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
294,7-Eleven Toongabbie,7-Eleven,"3 Metella Road & Corner Cornelia Road, Toongabbie NSW 2146",-33.786881,150.946621,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
295,7-Eleven Turramurra,7-Eleven,"1408 Pacific Highway (Corner Duff Street), Turramurra NSW 2074",-33.733062,151.126513,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,LPG","U91,E10,P95,P98,PDL,LPG",true,true,false,true,true,false,true,true,false,false
296,7-Eleven Wahroonga,7-Eleven,"1579 Pacific Highway (Corner Redleaf Avenue), Wahroonga NSW 2076",-33.719857,151.116805,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
211,7-Eleven West Pennant Hills,7-Eleven,"552 Pennant Hills Road, West Pennant Hills NSW 2125",-33.74687,151.050803,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
284,7-Eleven West Ryde,7-Eleven,"919 Victoria Road (Corner Hermitage Road), West Ryde NSW 2114",-33.80925,151.09346,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
17143,7-Eleven Yagoona,7-Eleven,"519 Hume Hwy, YAGOONA NSW 2199",-33.9076093,151.0207726,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL,LPG","U91,E10,P98,PDL,LPG",true,true,false,false,true,false,true,true,false,false
20824,AMPOL KENTHURST,Ampol,"137 KENTHURST RD, KENTHURST NSW 2156",-33.66045178,151.00593331,2026-03-29T13:00:33,2026-04-05T00:26:14,20,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,P95,P98,PDL",true,false,false,true,true,false,true,false,false,false
20095,AMPOL PARKLEA,Ampol,"Shop 3, 1190 Miami Street Glenwood NSW 2768",-33.724091,150.938913,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
20067,AMPOL ROUSEHILL,Ampol,"271 ANNANGROVE ROAD, Rouse Hill NSW 2155",-33.6637337857246,150.919128422746,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
1086,APEX PETROLEUM (WEST RYDE),Independent,"898-902 Victoria Rd, West Ryde NSW 2114",-33.81186,151.094724,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
975,APEX PETROLEUM VILLAWOOD,Independent,"896A Woodville Rd, Villawood NSW 2163",-33.883891,150.976027,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
1582,APW,APW,"449 Great Western Highway, WENTWORTHVILLE NSW 2145",-33.813328,150.95825,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,P95,P98,PDL",true,false,false,true,true,false,true,false,false,false
20099,ARKO ENERGY FORESTVILLE,Arko Energy,"656 WARRINGAH RD, FORESTVILLE NSW 2087",-33.75958806,151.21208114,2026-03-31T01:23:00,2026-04-05T00:26:14,16,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,DL,PDL","U91,E10,P98,DL,PDL",true,true,false,false,true,true,true,false,false,false
20831,ASTRON YAGOONA WEST,ASTRON,"100 ROOKWOOD RD, YAGOONA NSW 2199",-33.89929301,151.03686165,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,E85,P98,DL,LPG","U91,E10,E85,P98,DL,LPG",true,true,true,false,true,true,false,true,false,false
1757,Al Mustafa Petrol,Independent,"1/3 Haldon St, Lakemba NSW 2195",-33.917964,151.07633,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95","U91,P95",true,false,false,true,false,false,false,false,false,false
1109,Ampol Auburn,Ampol,"179 Parramatta Road, Auburn NSW 2144",-33.84108,151.035998,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,DL,PDL,LPG","U91,E10,P95,P98,DL,PDL,LPG",true,true,false,true,true,true,true,true,false,false
16909,Ampol Foodary Alexandria,Ampol Foodary,"133 Wyndham Street, ALEXANDRIA NSW 2015",-33.902032,151.200054,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL,EV","U91,E10,P95,P98,PDL,EV",true,true,false,true,true,false,true,false,true,false
18424,Ampol Foodary Belrose,Ampol Foodary,"153 Forest Way, Belrose NSW 2085",-33.734678,151.221102,2026-03-31T01:23:00,2026-04-05T00:26:14,16,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
16916,Ampol Foodary Cabramatta,Ampol Foodary,"166 John St, CABRAMATTA NSW 2166",-33.8942945,150.9280257,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
2362,Ampol Foodary Carlingford,Ampol Foodary,"131 Pennant Hills Rd, CARLINGFORD NSW 2118",-33.787648,151.027913,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
942,Ampol Foodary Chatswood,Ampol Foodary,"572 Pacific Hwy, Chatswood NSW 2067",-33.803715,151.179001,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
2337,Ampol Foodary Cherrybrook,Ampol Foodary,"67 Shepherds Dr, CHERRYBROOK NSW 2126",-33.720696,151.045165,2026-03-31T01:23:00,2026-04-05T00:26:14,16,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
2204,Ampol Foodary Concord,Ampol Foodary,"87-89 Parramatta Rd, CONCORD NSW 2137",-33.867895,151.099444,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
18285,Ampol Foodary Coogee,Ampol Foodary,"146-148 COOGEE BAY RD, COOGEE NSW 2034",-33.9198931,151.2517479,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,PDL","U91,E10,P95,PDL",true,true,false,true,false,false,true,false,false,false
18249,Ampol Foodary Crows Nest,Ampol Foodary,"111-121 Falcon Street, CROWS NEST NSW 2065",-33.8286801,151.2060304,2026-03-31T18:13:39,2026-04-05T00:26:14,17,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
17362,Ampol Foodary Croydon,Ampol Foodary,"404-410 Liverpool Rd, CROYDON NSW 2132",-33.8884725,151.1157289,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
2336,Ampol Foodary Dural,Ampol Foodary,"917-923 Old Northern Rd, DURAL NSW 2158",-33.68313,151.028749,2026-03-31T01:23:00,2026-04-05T00:26:14,16,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P98,PDL","U91,P98,PDL",true,false,false,false,true,false,true,false,false,false
2338,Ampol Foodary Ermington,Ampol Foodary,"560-562 Victoria Road, ERMINGTON NSW 2115",-33.81396,151.054799,2026-04-01T21:01:31,2026-04-05T00:26:14,14,5,"2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,P95,P98,PDL",true,false,false,true,true,false,true,false,false,false
17581,Ampol Foodary Five Dock,Ampol Foodary,"Ramsay Rd & Fairlight Street, FIVE DOCK NSW 2046",-33.870023,151.130434,2026-03-31T21:35:52,2026-04-05T00:26:14,16,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,PDL","U91,E10,PDL",true,true,false,false,false,false,true,false,false,false
2374,Ampol Foodary Granville,Ampol Foodary,"144 Parramatta Rd, GRANVILLE NSW 2142",-33.830266,151.010762,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
18447,Ampol Foodary Greenacre,Ampol Foodary,"87-91 ROBERTS RD, GREENACRE NSW 2190",-33.9046146,151.0648619,2026-04-02T19:08:37,2026-04-05T00:26:14,13,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P98,DL,PDL","U91,P98,DL,PDL",true,false,false,false,true,true,true,false,false,false
17236,Ampol Foodary Guildford,Ampol Foodary,"636-644 Woodville Rd, OLD GUILDFORD NSW 2161",-33.8665036,150.9881451,2026-03-29T13:00:33,2026-04-05T00:26:14,21,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,P95,P98,PDL",true,false,false,true,true,false,true,false,false,false
17269,Ampol Foodary Homebush,Ampol Foodary,"334-336 Parramatta Rd, HOMEBUSH WEST NSW 2140",-33.8581667,151.0681389,2026-03-31T01:23:00,2026-04-05T00:26:14,18,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P98,PDL","U91,E10,P98,PDL",true,true,false,false,true,false,true,false,false,false
2364,Ampol Foodary Kellyville,Ampol Foodary,"3-5 Windsor Rd, KELLYVILLE NSW 2155",-33.714327,150.960633,2026-03-29T13:00:33,2026-04-05T00:26:14,20,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
2349,Ampol Foodary Kensington,Ampol Foodary,"211-213 Anzac Parade, KENSINGTON NSW 2033",-33.91465,151.225163,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
2356,Ampol Foodary Lakemba,Ampol Foodary,"516 Punchbowl Rd, LAKEMBA NSW 2195",-33.911622,151.073203,2026-04-02T19:08:37,2026-04-05T00:26:14,11,4,"2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
18264,Ampol Foodary Lane Cove West,Ampol Foodary,"UNIT 1 237-245 BURNS BAY RD, LANE COVE WEST NSW 2066",-33.816452,151.1513941,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
16915,Ampol Foodary Lansvale,Ampol Foodary,"141-151 Hume Highway Cnr Chadderton St, LANSVALE NSW 2166",-33.894328,150.957208,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,P95,P98,PDL","U91,P95,P98,PDL",true,false,false,true,true,false,true,false,false,false
16908,Ampol Foodary Merrylands,Ampol Foodary,"150 Woodville Rd, MERRYLANDS NSW 2160",-33.838025,150.99969,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
787,Ampol Foodary Neutral Bay,Ampol Foodary,"16-38 Military Rd, Neutral Bay NSW 2089",-33.8290796,151.2162998,2026-03-31T01:23:00,2026-04-05T00:26:14,18,6,"2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
834,Ampol Foodary North Ryde,Ampol Foodary,"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113",-33.79145,151.131185,2026-03-29T13:00:33,2026-04-05T00:26:14,22,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
782,Ampol Foodary Northmead,Ampol Foodary,"98-100 Windsor Rd Cnr Lombard Rd, Northmead NSW 2152",-33.788196,150.994927,2026-03-29T13:00:33,2026-04-05T00:26:14,20,8,"2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05","U91,E10,P95,P98,PDL","U91,E10,P95,P98,PDL",true,true,false,true,true,false,true,false,false,false
