station_id,station_name,brand,address,lat,lng,status,status_label,usual_fuel_types,usual_petrol_types,available_now,unavailable_now,usual_fuel_count,basis_fuel_count,unavailable_count,unavailable_ratio_pct,max_current_streak_days,completely_out_of_all_usual
1152,BP North Willoughby,BP,"157 Penshurst street, Willoughby NSW 2068",-33.797944,151.198197,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
401,BP Potts Hill T/S,BP,"155-157 Rockwood Road, Yagoona NSW 2199",-33.893297,151.039079,green,All usual fuels available,"DL,E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,5,3,0,0.0,0,false
403,BP Pymble,BP,"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073",-33.740569,151.137913,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
1796,BP Redfern,BP,"411-417 Cleveland St, REDFERN NSW 2016",-33.891804,151.213294,green,All usual fuels available,"E10,LPG,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
355,BP Rosehill,BP,"Cnr Hassall & James Ruse Drive, Rosehill NSW 2142",-33.819266,151.021834,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
356,BP Rozelle,BP,"Cnr Victoria Rd & Evans St, Rozelle NSW 2039",-33.865443,151.172119,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
331,BP Rydalmere,BP,"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116",-33.810883,151.032896,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
1794,BP Seven Hills,BP,"154-156 Prospect Hwy, Seven Hills NSW 2147",-33.769073,150.941486,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
2252,BP Silverwater,BP,"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",-33.837648,151.046763,green,All usual fuels available,"DL,E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,5,3,0,0.0,0,false
2711,BP Silverwater South,BP,"51 Egerton St, SILVERWATER NSW 2128",-33.8363055,151.0478898,green,All usual fuels available,"E10,LPG,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
18444,BP Smithfield NSW,BP,"846 THE HORSLEY DRIVE, SMITHFIELD NSW 2164",-33.8515694,150.9256841,green,All usual fuels available,"E10,P98,U91","E10,P98,U91","E10,P98,U91",,3,3,0,0.0,0,false
1518,BP Summer Hill,BP,"3 Carlton Cres, Summer Hill NSW 2130",-33.892492,151.143151,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
362,BP Thornleigh,BP,"Pennant Hills Rd & Parkes St, THORNLEIGH NSW 2120",-33.7309,151.08061,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
1412,BP Turramurra,BP,"213 Kissing Point Rd, Turramurra NSW 2074",-33.7483629,151.1124539,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1787,BP West Pennant Hills,BP,"48-50 Aiken Road, West Pennant Hills NSW 2125",-33.754151,151.040615,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20186,BP West Pymble,BP,"45 YANKO RD, WEST PYMBLE NSW 2073",-33.76207925,151.12852545,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
379,BP West Ryde,BP,"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",-33.806799,151.071056,green,All usual fuels available,"P98,PDL,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
1785,BP Willoughby,BP,"500 Willoughby Rd, Willoughby NSW 2068",-33.810257,151.19934,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20201,BP Willoughby,BP,"316 PENSHURST ST, NORTH WILLOUGHBY NSW 2068",-33.79381471,151.19589442,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
20194,BP Woodpark Road,BP,"186 WOODPARK RD, SMITHFIELD NSW 2164",-33.83895384,150.95050097,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
365,BP Woollahra,BP,"39 Vernon Street, Woollahra NSW 2025",-33.889907,151.247435,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
1565,BP Yagoona,BP,"405 Hume Highway, Yagoona NSW 2199",-33.908972,151.029147,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
18000,BUDGET PETROL ASHFIELD,Budget,"22 Charlotte Street, ASHFIELD NSW 2131",-33.8864781,151.1253217,green,All usual fuels available,"E10,P95,PDL,U91","E10,P95,U91","E10,P95,U91",,4,3,0,0.0,0,false
1912,Bravo Girraween,Independent,"133-137 Targo, Girraween NSW 2145",-33.79942,150.951879,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
1344,Budget  Erskineville,Budget,"25-33 Erskineville Road, ERSKINEVILLE NSW 2043",-33.8987718,151.1823214,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20208,Budget Auburn,Budget,"98 PARK RD, AUBURN NSW 2144",-33.85714105,151.02892057,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1860,Budget Fairfield,Budget,"62 Railway Parade, Fairfield NSW 2165",-33.880537,150.948533,green,All usual fuels available,"DL,E10,P95,U91","E10,P95,U91","E10,P95,U91",,4,3,0,0.0,0,false
1367,Budget Granville,Budget,"27 Woodville Rd, Granville NSW 2142",-33.83099,151.00408,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1630,Budget Petrol,Budget,"143 Concord Rd, North Strathfield NSW 2137",-33.859435,151.09272,green,All usual fuels available,"DL,E10,LPG,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
20558,Budget Petrol,Budget,"365 LIVERPOOL RD, STRATHFIELD NSW 2135",-33.88827705,151.09055146,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1311,Budget Petrol,Budget,"37 Crystal St., Petersham NSW 2049",-33.890509,151.158759,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
16924,Budget Petrol Chippendale,Budget,"66-70 Regent Street, CHIPPENDALE NSW 2008",-33.8878,151.2017441,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
17806,Budget Petrol Lewisham,Budget,"204-208 New Canterbury Rd, LEWISHAM NSW 2049",-33.8970975,151.1490284,green,All usual fuels available,"E10,E85,LPG,P95,P98,PDL,U91","E10,E85,P95,P98,U91","E10,E85,P95,P98,U91",,7,5,0,0.0,0,false
18658,Budget Petrol Telopea,Budget,"57 ADDERTON RD, TELOPEA NSW 2117",-33.7934764,151.0412676,green,All usual fuels available,"E10,P95,PDL,U91","E10,P95,U91","E10,P95,U91",,4,3,0,0.0,0,false
17162,Budget Petroleum Smithfield,Budget,"729 The Horsley Dr, SMITHFIELD NSW 2164",-33.8522655,150.9357342,green,All usual fuels available,"DL,E10,LPG,P98,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
1863,Caltex Chester Hill,Caltex,"41 Boundary Road, Chester Hill NSW 2162",-33.873839,151.007145,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1742,Calvi Petrol Station,Calvi Petrol,"320 Lane Cove Road, North Ryde NSW 2113",-33.792349,151.120171,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
51,Coles Express Five Dock,Coles Express,"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046",-33.870106,151.115104,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
369,Coles Express Greenacre,Coles Express,"9-11 Roberts Road, Greenacre NSW 2190",-33.894346,151.066705,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
17977,Coles Express Lansvale West,Coles Express,"240 Hume Highway, LANSVALE NSW 2166",-33.89796,150.952614,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
680,Coles Express Neutral Bay,Coles Express,"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089",-33.829109,151.219571,green,All usual fuels available,"DL,E10,P95,P98,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
61,Coles Express Ultimo,Coles Express,"387 427 Wattle St, ULTIMO NSW 2007",-33.881355,151.196904,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
569,Coles Express West Ryde,Coles Express,"1032-1036 Victoria Rd, West Ryde NSW 2114",-33.807472,151.085203,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
88,Coles Express Yagoona,Coles Express,"112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199",-33.898673,151.037094,green,All usual fuels available,"DL,E10,P95,P98","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
609,EG Ampol Bass Hill,EG Ampol,"862 Hume Highway, Bass Hill NSW 2197",-33.901064,150.999178,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
640,EG Ampol Burwood,EG Ampol,"400 Parramatta Road, Burwood NSW 2134",-33.868681,151.101546,green,All usual fuels available,"DL,E10,LPG,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,7,4,0,0.0,0,false
660,EG Ampol Chatswood East,EG Ampol,"364-366 Eastern Valley Way, Chatswood East NSW 2067",-33.786662,151.201055,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
582,EG Ampol Chester Hill,EG Ampol,"35 Woodville Road (cnr Alpha), Chester Hill NSW 2162",-33.866702,150.98867,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
567,EG Ampol Chullora,EG Ampol,"97 Hume Highway, Chullora NSW 2190",-33.891915,151.05747,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
647,EG Ampol Fairfield Heights,EG Ampol,"163 THE BOULEVARDE, FAIRFIELD HEIGHTS NSW 2165",-33.8664994,150.9377917,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
503,EG Ampol Granville,EG Ampol,"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",-33.8462345,151.0124897,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
682,EG Ampol Greenacre,EG Ampol,"51 Roberts Road (Cnr Amarina St), Greenacre NSW 2190",-33.90031,151.065549,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
625,EG Ampol Lansvale,EG Ampol,"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166",-33.894706,150.958185,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
600,EG Ampol Lewisham,EG Ampol,"774 Parramatta Road, Lewisham NSW 2049",-33.890314,151.147982,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
544,EG Ampol Marsfield,EG Ampol,"Cnr Epping & Balaclava Road, Marsfield NSW 2122",-33.778378,151.107365,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
507,EG Ampol Merrylands,EG Ampol,"185 Pitt Street, MERRYLANDS NSW 2160",-33.8340678,150.991741,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
661,EG Ampol Redfern,EG Ampol,"475 Cleveland St, Redfern NSW 2016",-33.892242,151.216086,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
614,EG Ampol Seven Hills,EG Ampol,"240 Prospect Highway, Seven Hills NSW 2147",-33.776264,150.933269,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
520,EG Ampol Seven Hills North,EG Ampol,"1/155 Prospect Highway, Seven Hills NSW 2147",-33.769545,150.942085,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
17278,EG Ampol Silverwater,EG Ampol,"154 Silverwater Rd, SILVERWATER NSW 2128",-33.8316714,151.0485448,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
526,EG Ampol Strathfield,EG Ampol,"287 Liverpool Road, Burwood NSW 2134",-33.885396,151.093689,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
663,EG Ampol Turramurra,EG Ampol,"1233 Pacific Highway, Turramurra NSW 2074",-33.73316,151.131317,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
2129,EG Ampol West Ryde,EG Ampol,"924 Victoria Rd, WEST RYDE NSW 2114",-33.810887,151.093485,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20544,Enhance Bass Hill,Enhance,"924 HUME HWY, BASS HILL NSW 2197",-33.89780824,150.99482385,green,All usual fuels available,"E10,E85,P98,PDL,U91","E10,E85,P98,U91","E10,E85,P98,U91",,5,4,0,0.0,0,false
18652,Enhance Camellia,Enhance,"17 GRAND AV, CAMELLIA NSW 2142",-33.820505,151.0356357,green,All usual fuels available,DL,DL,DL,,1,1,0,0.0,0,false
18628,Enhance Eastwood,Enhance,"2 LOVELL RD, EASTWOOD NSW 2122",-33.7916291,151.0895436,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20100,Enhance Merrylands,Enhance,"506 MERRYLANDS RD, MERRYLANDS WEST NSW 2160",-33.83268678,150.96969038,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18141,Gas to connect,Independent,"54c Fairfield Road, GUILDFORD WEST NSW 2161",-33.8472109,150.9623342,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
2001,Independent Turramurra,Independent,"105 Eastern Rd, Turramurra NSW 2074",-33.720245,151.131246,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
20150,JACK & CO NORTHWOOD,BP,"7 NORTHWOOD RD, LONGUEVILLE NSW 2066",-33.82455262,151.17257358,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
18609,Jack & Co Lane Cove,Independent,"203 BURNS BAY RD, LANE COVE NSW 2066",-33.814598,151.1543531,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1836,Liberty Girraween,Liberty,"38A Gilba Rd, Girraween NSW 2145",-33.801823,150.95119,green,All usual fuels available,"DL,E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
20242,METRO PETROLEUM (HABERFIELD),Metro Fuel,"163-165 PARRAMATTA RD, HABERFIELD NSW 2045",-33.88364863,151.13453452,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18492,METRO ROZELLE,Metro Fuel,"127 VICTORIA RD, ROZELLE NSW 2039",-33.8620438,151.1676701,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20218,Metro Barista Bar Croydon Park,Metro Fuel,"236-240 GEORGES RIVER RD, CROYDON PARK NSW 2133",-33.89641155,151.1052879,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18533,Metro Canley Heights,Metro Fuel,"190 CANLEY VALE RD, CANLEY HEIGHTS NSW 2166",-33.8845269,150.928557,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1243,Metro Castle Cove,Metro Fuel,"327 Eastern Valley Way, Castle Cove NSW 2069",-33.784861,151.201044,green,All usual fuels available,"P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,4,3,0,0.0,0,false
17240,Metro Fuel,Metro Fuel,"36-38 Lane Cove Rd, RYDE NSW 2112",-33.8075114,151.1086039,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1660,Metro Fuel Alexandria,Metro Fuel,"36 Henderson Road, Alexandria NSW 2015",-33.897447,151.197261,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1046,Metro Fuel Canterbury,Metro Fuel,"280 Canterbury Road, Canterbury NSW 2193",-33.914023,151.115187,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1516,Metro Fuel Cremorne,Metro Fuel,"51 Spofforth St, CREMORNE NSW 2090",-33.832753,151.229455,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18616,Metro Fuel Croydon Park,Metro Fuel,"274 GEORGES RIVER RD, CROYDON PARK NSW 2133",-33.8969265,151.103217,green,All usual fuels available,"E10,LPG,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
1428,Metro Fuel Fairfield,Metro Fuel,"130 Hamilton  Road, Fairfield NSW 2165",-33.872643,150.945893,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1005,Metro Fuel Greystanes,Metro Fuel,"73 Ettalong Rd, Greystanes NSW 2145",-33.818292,150.95155,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1490,Metro Fuel Homebush,Metro Fuel,"134 John Street, Lidcombe NSW 2141",-33.854822,151.046648,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1377,Metro Fuel Hornsby,Metro Fuel,"275 Pacific Highway, Hornsby NSW 2077",-33.690987,151.099631,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
18706,Metro Greenacre,Metro Fuel,"1 DAVID ST, GREENACRE NSW 2190",-33.8964035,151.0592723,green,All usual fuels available,"DL,P95,P98,PDL,U91","P95,P98,U91","P95,P98,U91",,5,3,0,0.0,0,false
18172,Metro Guildford,Metro Fuel,"2 Rawson Road, GUILDFORD NSW 2161",-33.8636594,151.0088717,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
20261,Metro Hurlstone Park,Metro Fuel,"13 CANTERBURY RD, CANTERBURY NSW 2193",-33.90781274,151.1252332,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
1089,Metro Lane Cove North,Metro Fuel,"533 MOWBRAY RD WEST, LANE COVE NORTH NSW 2066",-33.80597063,151.16627392,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
20847,Metro Lansdowne,Metro Fuel,"987 HUME HWY, LANSDOWNE NSW 2163",-33.88930372,150.97102323,green,All usual fuels available,"DL,E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,6,4,0,0.0,0,false
2085,Metro Pendle Hill,Metro Fuel,"229 Wentworth Avenue, Pendle Hill NSW 2145",-33.800251,150.955916,green,All usual fuels available,"E10,PDL,U91","E10,U91","E10,U91",,3,2,0,0.0,0,false
19784,Metro Petroleum Birrong,Metro Fuel,"158 Auburn Rd, Birrong NSW 2143",-33.89747,151.02122,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
18670,Metro Petroleum Leichhardt,Metro Fuel,"127-129 MARION ST, LEICHHARDT NSW 2040",-33.8839399,151.1507793,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
19642,Metro Petroleum Thornleigh,Metro Fuel,"169-171 PENNANT HILLS RD, THORNLEIGH NSW 2120",-33.7249247,151.0882611,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
20519,Metro Petroleum Westleigh,Metro Fuel,"128 DUFFY AV, WESTLEIGH NSW 2120",-33.72039099,151.06893198,green,All usual fuels available,"P98,PDL,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
20606,Metro Sefton,Metro Fuel,"101 HECTOR ST, SEFTON NSW 2162",-33.88412578,151.00705243,green,All usual fuels available,"DL,P95,U91","P95,U91","P95,U91",,3,2,0,0.0,0,false
1962,Metro St Ives Chase,Metro Fuel,"164 Warrimoo Avenue, St Ives Chase NSW 2075",-33.710941,151.159927,green,All usual fuels available,"P98,PDL,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
20848,Metro Toongabbie,Metro Fuel,"5 PICASSO CR, OLD TOONGABBIE NSW 2146",-33.78636098,150.96734091,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
19018,Metro Villawood,Metro Fuel,"276 MILLER RD, VILLAWOOD NSW 2163",-33.8876145,150.9920889,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
17991,Metro Wakeley,Metro Fuel,"72 Thorney Rd, FAIRFIELD WEST NSW 2165",-33.8736677,150.9241934,green,All usual fuels available,"E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
17232,Metro Willoughby,Metro Fuel,"599 Willoughby Rd, WILLOUGHBY NSW 2068",-33.803882,151.1997448,green,All usual fuels available,"E10,P98,PDL","E10,P98","E10,P98",,3,2,0,0.0,0,false
2452,Metro Yagoona,Metro Fuel,"585 Hume Hwy, YAGOONA NSW 2199",-33.906106,151.014058,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
1502,Mobil 1 Carlingford Car Care,Mobil 1 Carlingford Car Care,"482 North Rocks Rd, Carlingford NSW 2118",-33.765073,151.057902,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
18171,North Ryde Petroleum,Independent,"118 Coxs Rd, North Ryde NSW 2113",-33.80141,151.13036,green,All usual fuels available,"P95,PDL,U91","P95,U91","P95,U91",,3,2,0,0.0,0,false
20546,OTR Baulkham Hills,Shell,"SHELL PETROL STATION 363 WINDSOR RD, BAULKHAM HILLS NSW 2153",-33.76019897,150.99159815,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20643,OTR Greenacre West,Shell,"74 ROBERTS RD, GREENACRE NSW 2190",-33.89232381,151.06630689,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20258,OTR Greystanes,Shell,"661 MERRYLANDS RD, GREYSTANES NSW 2145",-33.8293667,150.95266479,green,All usual fuels available,"E10,P95,P98,PDL","E10,P95,P98","E10,P95,P98",,4,3,0,0.0,0,false
20559,OTR Pennant Hills East,Shell,"369 PENNANT HILLS RD, PENNANT HILLS NSW 2120",-33.7387732,151.07375651,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20630,OTR Pennant Hills West,Shell,"386 PENNANT HILLS RD, PENNANT HILLS NSW 2120",-33.73922917,151.06795194,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20249,OTR Strathfield,Shell,"9 ALBERT RD, STRATHFIELD NSW 2135",-33.87080278,151.09235462,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20594,OTR Willoughby,Shell,"616-626 WILLOUGHBY RD, WILLOUGHBY NSW 2068",-33.80591051,151.19881916,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20832,OTR Woolloomooloo,Shell,"61 COWPER WHARF ROADWAY, WOOLLOOMOOLOO NSW 2011",-33.8696009,151.22131385,green,All usual fuels available,"E10,P95,P98,PDL,U91","E10,P95,P98,U91","E10,P95,P98,U91",,5,4,0,0.0,0,false
20108,PRIME PETERSHAM,Prime,"8 CRYSTAL ST, PETERSHAM NSW 2049",-33.88868361,151.15857265,green,All usual fuels available,"DL,E10,P98,U91","E10,P98,U91","E10,P98,U91",,4,3,0,0.0,0,false
2141,Powerfuel,Powerfuel,"101 Blaxcell St, GRANVILLE NSW 2142",-33.842551,151.010602,green,All usual fuels available,"DL,E10,P95,U91","E10,P95,U91","E10,P95,U91",,4,3,0,0.0,0,false
20649,SHELL NORTH ROCKS,Shell,"264 NORTH ROCKS RD, NORTH ROCKS NSW 2151",-33.77511,151.022676,green,All usual fuels available,"DL,E10,P98,PDL,U91","E10,P98,U91","E10,P98,U91",,5,3,0,0.0,0,false
18342,SHELL Parramatta CVRO (Self-serve),Shell,"1 DURHAM ST, ROSEHILL NSW 2142",-33.82410264,151.03733463,green,All usual fuels available,DL,DL,DL,,1,1,0,0.0,0,false
20089,SPEEDWAY PARRAMATTA,Speedway,"127A ALFRED ST, PARRAMATTA NSW 2150",-33.81786392,151.01754396,green,All usual fuels available,"DL,P98,U91","P98,U91","P98,U91",,3,2,0,0.0,0,false
